District,School,DESE ID,Category,Item ID,NonLikert Title,NL_Value,LikertScore,Benchmark,Data Type,Academic Year
Attleboro,A. Irvin Studley Elementary School,160001,3-A-i,a-reso-i1,Average class size,13.7,4.63,20,,2018-19
Attleboro,Peter Thacher Elementary School,160050,3-A-i,a-reso-i1,Average class size,11.8,4.82,20,,2018-19
Attleboro,Wamsutta Middle School,160320,3-A-i,a-reso-i1,Average class size,25.1,3.49,20,,2018-19
Attleboro,Thomas Willett Elementary School,160035,3-A-i,a-reso-i1,Average class size,13.9,4.61,20,,2018-19
Milford,Brookside Elementary School,1850065,3-A-i,a-reso-i1,Average class size,18.8,4.12,20,,2018-19
Milford,Memorial Elementary School,1850010,3-A-i,a-reso-i1,Average class size,20.3,3.97,20,,2018-19
Milford,Milford High School,1850505,3-A-i,a-reso-i1,Average class size,18.5,4.15,20,,2018-19
Milford,Shining Star Early Childhood Center,1850075,3-A-i,a-reso-i1,Average class size,16,4.4,20,,2018-19
Milford,Stacy Middle School,1850305,3-A-i,a-reso-i1,Average class size,22,3.8,20,,2018-19
Milford,Woodland Elementary School,1850090,3-A-i,a-reso-i1,Average class size,22.5,3.75,20,,2018-19
Revere,Beachmont Elementary School,2480013,3-A-i,a-reso-i1,Average class size,17,4.3,20,,2018-19
Revere,Garfield Elementary School,2480056,3-A-i,a-reso-i1,Average class size,19,4.1,20,,2018-19
Revere,Garfield Middle School,2480057,3-A-i,a-reso-i1,Average class size,21,3.9,20,,2018-19
Revere,Hill Elementary School,2480035,3-A-i,a-reso-i1,Average class size,19,4.1,20,,2018-19
Revere,Lincoln Elementary School,2480025,3-A-i,a-reso-i1,Average class size,19,4.1,20,,2018-19
Revere,Paul Revere Elementary School,2480050,3-A-i,a-reso-i1,Average class size,21,3.9,20,,2018-19
Revere,Revere High School,2480505,3-A-i,a-reso-i1,Average class size,16.8,4.32,20,,2018-19
Revere,Rumney Marsh Academy,2480014,3-A-i,a-reso-i1,Average class size,21,3.9,20,,2018-19
Revere,SeaCoast High School,2480520,3-A-i,a-reso-i1,Average class size,7,5,20,,2018-19
Revere,Susan B. Anthony Middle School,2480305,3-A-i,a-reso-i1,Average class size,23,3.7,20,,2018-19
Revere,Whelan Elementary School,2480003,3-A-i,a-reso-i1,Average class size,24,3.6,20,,2018-19
Winchester,Ambrose Elementary School,3440045,3-A-i,a-reso-i1,Average class size,19.7,4.03,20,,2018-19
Winchester,Lincoln Elementary School,2480025,3-A-i,a-reso-i1,Average class size,19.2,4.08,20,,2018-19
Winchester,Lynch Elementary School,3440020,3-A-i,a-reso-i1,Average class size,19.4,4.06,20,,2018-19
Winchester,McCall Middle School,3440305,3-A-i,a-reso-i1,Average class size,22.6,3.74,20,,2018-19
Winchester,Muraco Elementary School,3440040,3-A-i,a-reso-i1,Average class size,17.9,4.21,20,,2018-19
Winchester,Vinson-Owen Elementary School,3440025,3-A-i,a-reso-i1,Average class size,20.4,3.96,20,,2018-19
Winchester,Winchester High School,3440505,3-A-i,a-reso-i1,Average class size,17,4.3,20,,2018-19
Attleboro,Attleboro High School,160505,3-B-i,a-curv-i3,Percent AP test takers scoring 3 or higher (HS only),53,5,20,%,2018-19
Milford,Milford High School,1850505,3-B-i,a-curv-i3,Percent AP test takers scoring 3 or higher (HS only),58.5,5,20,%,2018-19
Revere,Revere High School,2480505,3-B-i,a-curv-i3,Percent AP test takers scoring 3 or higher (HS only),50,5,20,%,2018-19
Winchester,Winchester High School,3440505,3-B-i,a-curv-i3,Percent AP test takers scoring 3 or higher (HS only),90.5,5,20,%,2018-19
Attleboro,Attleboro High School,160505,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),21.82130584,2.909507445,30,%,2018-19
Milford,Milford High School,1850505,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),45.23,5,30,%,2018-19
Revere,Revere High School,2480505,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),18,2.4,30,%,2018-19
Revere,SeaCoast High School,2480520,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),0,0,30,%,2018-19
Winchester,Winchester High School,3440505,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),23,3.066666667,30,%,2018-19
Attleboro,Attleboro High School,160505,3-B-i,a-cure-i1,Percent students of color enrolled in advanced coursework,32.9,3.615384615,36.4,%,2018-19
Revere,Revere High School,2480505,3-B-i,a-cure-i1,Percent students of color enrolled in advanced coursework,12.3,1.351648352,36.4,%,2018-19
Revere,SeaCoast High School,2480520,3-B-i,a-cure-i1,Percent students of color enrolled in advanced coursework,0,0,36.4,%,2018-19
Winchester,Winchester High School,3440505,3-B-i,a-cure-i1,Percent students of color enrolled in advanced coursework,31,3.406593407,36.4,%,2018-19
Attleboro,Attleboro High School,160505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,15.28896673,1.409121358,43.4,,2018-19
Attleboro,Cyril K. Brennan Middle School,160315,3-A-ii,a-sust-i3,Student to instructional support staff ratio,16.97142857,1.564186965,43.4,,2018-19
Attleboro,Robert J. Coelho Middle School,160305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,19.14705882,1.764705882,43.4,,2018-19
Attleboro,Hyman Fine Elementary School,160040,3-A-ii,a-sust-i3,Student to instructional support staff ratio,16.46428571,1.517445688,43.4,,2018-19
Attleboro,Hill-Roberts Elementary School,160045,3-A-ii,a-sust-i3,Student to instructional support staff ratio,15.65517241,1.442873033,43.4,,2018-19
Attleboro,A. Irvin Studley Elementary School,160001,3-A-ii,a-sust-i3,Student to instructional support staff ratio,13.65517241,1.258541236,43.4,,2018-19
Attleboro,Peter Thacher Elementary School,160050,3-A-ii,a-sust-i3,Student to instructional support staff ratio,11.80555556,1.088069637,43.4,,2018-19
Attleboro,Wamsutta Middle School,160320,3-A-ii,a-sust-i3,Student to instructional support staff ratio,17,1.566820276,43.4,,2018-19
Attleboro,Thomas Willett Elementary School,160035,3-A-ii,a-sust-i3,Student to instructional support staff ratio,13.93103448,1.283966312,43.4,,2018-19
Milford,Brookside Elementary School,1850065,3-A-ii,a-sust-i3,Student to instructional support staff ratio,14.1506647,1.304208728,43.4,,2018-19
Milford,Memorial Elementary School,1850010,3-A-ii,a-sust-i3,Student to instructional support staff ratio,16.60311958,1.530241436,43.4,,2018-19
Milford,Milford High School,1850505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,46.38888889,4.27547363,43.4,,2018-19
Milford,Shining Star Early Childhood Center,1850075,3-A-ii,a-sust-i3,Student to instructional support staff ratio,5.482388974,0.505289306,43.4,,2018-19
Milford,Stacy Middle School,1850305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,32.74691358,3.018148717,43.4,,2018-19
Milford,Woodland Elementary School,1850090,3-A-ii,a-sust-i3,Student to instructional support staff ratio,22.85714286,2.106649112,43.4,,2018-19
Revere,Beachmont Elementary School,2480013,3-A-ii,a-sust-i3,Student to instructional support staff ratio,38,3.502304147,43.4,,2018-19
Revere,Garfield Elementary School,2480056,3-A-ii,a-sust-i3,Student to instructional support staff ratio,39.57894737,3.647829251,43.4,,2018-19
Revere,Garfield Middle School,2480057,3-A-ii,a-sust-i3,Student to instructional support staff ratio,71.75,5,43.4,,2018-19
Revere,Hill Elementary School,2480035,3-A-ii,a-sust-i3,Student to instructional support staff ratio,65.81818182,5,43.4,,2018-19
Revere,Lincoln Elementary School,2480025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,59,5,43.4,,2018-19
Revere,Paul Revere Elementary School,2480050,3-A-ii,a-sust-i3,Student to instructional support staff ratio,46.3,4.267281106,43.4,,2018-19
Revere,Revere High School,2480505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,75.25925926,5,43.4,,2018-19
Revere,Rumney Marsh Academy,2480014,3-A-ii,a-sust-i3,Student to instructional support staff ratio,56.36363636,5,43.4,,2018-19
Revere,SeaCoast High School,2480520,3-A-ii,a-sust-i3,Student to instructional support staff ratio,30.33333333,2.795698924,43.4,,2018-19
Revere,Susan B. Anthony Middle School,2480305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,76.875,5,43.4,,2018-19
Revere,Whelan Elementary School,2480003,3-A-ii,a-sust-i3,Student to instructional support staff ratio,23.63636364,2.178466695,43.4,,2018-19
Winchester,Ambrose Elementary School,3440045,3-A-ii,a-sust-i3,Student to instructional support staff ratio,65.66666667,5,43.4,,2018-19
Winchester,Lincoln Elementary School,2480025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,86.2,5,43.4,,2018-19
Winchester,Lynch Elementary School,3440020,3-A-ii,a-sust-i3,Student to instructional support staff ratio,60.875,5,43.4,,2018-19
Winchester,McCall Middle School,3440305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,276,5,43.4,,2018-19
Winchester,Muraco Elementary School,3440040,3-A-ii,a-sust-i3,Student to instructional support staff ratio,94,5,43.4,,2018-19
Winchester,Vinson-Owen Elementary School,3440025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,83.4,5,43.4,,2018-19
Winchester,Winchester High School,3440505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,135.9,5,43.4,,2018-19
Milford,Milford High School,1850505,4-D-i,a-cgpr-i1,College enrollment rate (HS only),69,4.207317073,65.6,%,2018-19
Revere,Revere High School,2480505,4-D-i,a-cgpr-i1,College enrollment rate (HS only),69,4.207317073,65.6,%,2018-19
Revere,SeaCoast High School,2480520,4-D-i,a-cgpr-i1,College enrollment rate (HS only),31.9,1.945121951,65.6,%,2018-19
Winchester,Winchester High School,3440505,4-D-i,a-cgpr-i1,College enrollment rate (HS only),90.5,5,65.6,%,2018-19
Milford,Milford High School,1850505,4-B-ii,a-degr-i1,4-year on-time graduation rate (HS only),91.4,4.57,80,%,2018-19
Revere,Revere High School,2480505,4-B-ii,a-degr-i1,4-year on-time graduation rate (HS only),92.8,4.64,80,%,2018-19
Revere,SeaCoast High School,2480520,4-B-ii,a-degr-i1,4-year on-time graduation rate (HS only),29.5,1.475,80,%,2018-19
Winchester,Winchester High School,3440505,4-B-ii,a-degr-i1,4-year on-time graduation rate (HS only),94.9,4.745,80,%,2018-19
Milford,Brookside Elementary School,1850065,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,90,4.5,80,%,2018-19
Milford,Memorial Elementary School,1850010,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,92,4.6,80,%,2018-19
Milford,Milford High School,1850505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,82,4.1,80,%,2018-19
Milford,Shining Star Early Childhood Center,1850075,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,80,4,80,%,2018-19
Milford,Stacy Middle School,1850305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,89,4.45,80,%,2018-19
Milford,Woodland Elementary School,1850090,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,85,4.25,80,%,2018-19
Revere,Beachmont Elementary School,2480013,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,75,3.75,80,%,2018-19
Revere,Garfield Middle School,2480057,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,47,2.35,80,%,2018-19
Revere,Hill Elementary School,2480035,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,76,3.8,80,%,2018-19
Revere,Lincoln Elementary School,2480025,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,68,3.4,80,%,2018-19
Revere,Paul Revere Elementary School,2480050,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,63,3.15,80,%,2018-19
Revere,Revere High School,2480505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,61,3.05,80,%,2018-19
Revere,Rumney Marsh Academy,2480014,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,49,2.45,80,%,2018-19
Revere,SeaCoast High School,2480520,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,0.41,0.0205,80,%,2018-19
Revere,Susan B. Anthony Middle School,2480305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,67,3.35,80,%,2018-19
Revere,Whelan Elementary School,2480003,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,82,4.1,80,%,2018-19
Winchester,Ambrose Elementary School,3440045,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,82,4.1,80,%,2018-19
Winchester,Lincoln Elementary School,2480025,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,66.6,3.33,80,%,2018-19
Winchester,Lynch Elementary School,3440020,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,60,3,80,%,2018-19
Winchester,McCall Middle School,3440305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71,3.55,80,%,2018-19
Winchester,Muraco Elementary School,3440040,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,69,3.45,80,%,2018-19
Winchester,Vinson-Owen Elementary School,3440025,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,84,4.2,80,%,2018-19
Winchester,Winchester High School,3440505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,92,4.6,80,%,2018-19
Milford,Milford High School,1850505,4-B-ii,a-degr-i3,5-year graduation rate (HS only),93.3,4.390588235,85,%,2018-19
Revere,Revere High School,2480505,4-B-ii,a-degr-i3,5-year graduation rate (HS only),90.4,4.254117647,85,%,2018-19
Revere,SeaCoast High School,2480520,4-B-ii,a-degr-i3,5-year graduation rate (HS only),27.8,1.308235294,85,%,2018-19
Winchester,Winchester High School,3440505,4-B-ii,a-degr-i3,5-year graduation rate (HS only),99.3,4.672941176,85,%,2018-19
Attleboro,Attleboro High School,160505,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),90.6,4.263529412,85,%,2018-19
Attleboro,Cyril K. Brennan Middle School,160315,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2018-19
Attleboro,Hyman Fine Elementary School,160040,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),92.9,4.371764706,85,%,2018-19
Attleboro,Hill-Roberts Elementary School,160045,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),89.3,4.202352941,85,%,2018-19
Attleboro,A. Irvin Studley Elementary School,160001,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),93.5,4.4,85,%,2018-19
Attleboro,Peter Thacher Elementary School,160050,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),83.3,3.92,85,%,2018-19
Attleboro,Wamsutta Middle School,160320,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),91.2,4.291764706,85,%,2018-19
Attleboro,Thomas Willett Elementary School,160035,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2018-19
Milford,Brookside Elementary School,1850065,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),97.5,4.588235294,85,%,2018-19
Milford,Memorial Elementary School,1850010,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),97.5,4.588235294,85,%,2018-19
Milford,Milford High School,1850505,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),96.8,4.555294118,85,%,2018-19
Milford,Shining Star Early Childhood Center,1850075,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2018-19
Milford,Stacy Middle School,1850305,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),96.2,4.527058824,85,%,2018-19
Milford,Woodland Elementary School,1850090,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),94.8,4.461176471,85,%,2018-19
Revere,Beachmont Elementary School,2480013,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2018-19
Revere,Garfield Middle School,2480057,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),96,4.517647059,85,%,2018-19
Revere,Hill Elementary School,2480035,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2018-19
Revere,Lincoln Elementary School,2480025,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),96,4.517647059,85,%,2018-19
Revere,Paul Revere Elementary School,2480050,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),97,4.564705882,85,%,2018-19
Revere,Revere High School,2480505,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),92,4.329411765,85,%,2018-19
Revere,Rumney Marsh Academy,2480014,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),85,4,85,%,2018-19
Revere,SeaCoast High School,2480520,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),90,4.235294118,85,%,2018-19
Revere,Susan B. Anthony Middle School,2480305,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),85,4,85,%,2018-19
Revere,Whelan Elementary School,2480003,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),97,4.564705882,85,%,2018-19
Winchester,Ambrose Elementary School,3440045,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),92.3,4.343529412,85,%,2018-19
Winchester,Lincoln Elementary School,2480025,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),84.8,3.990588235,85,%,2018-19
Winchester,Lynch Elementary School,3440020,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),82.4,3.877647059,85,%,2018-19
Winchester,McCall Middle School,3440305,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),79.3,3.731764706,85,%,2018-19
Winchester,Muraco Elementary School,3440040,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),88.6,4.169411765,85,%,2018-19
Winchester,Vinson-Owen Elementary School,3440025,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),91.9,4.324705882,85,%,2018-19
Winchester,Winchester High School,3440505,1-A-iii,a-pcom-i1,Percent teacher returning (excluding retirement),90.3,4.249411765,85,%,2018-19
Attleboro,Attleboro High School,160505,2-C-i,a-vale-i2,Average daily attendance,93.2,4.142222222,90,%,2018-19
Attleboro,Cyril K. Brennan Middle School,160315,2-C-i,a-vale-i2,Average daily attendance,95.1,4.226666667,90,%,2018-19
Attleboro,Robert J. Coelho Middle School,160305,2-C-i,a-vale-i2,Average daily attendance,95.7,4.253333333,90,%,2018-19
Attleboro,Hyman Fine Elementary School,160040,2-C-i,a-vale-i2,Average daily attendance,96.2,4.275555556,90,%,2018-19
Attleboro,Hill-Roberts Elementary School,160045,2-C-i,a-vale-i2,Average daily attendance,95.4,4.24,90,%,2018-19
Attleboro,A. Irvin Studley Elementary School,160001,2-C-i,a-vale-i2,Average daily attendance,95.5,4.244444444,90,%,2018-19
Attleboro,Peter Thacher Elementary School,160050,2-C-i,a-vale-i2,Average daily attendance,94.9,4.217777778,90,%,2018-19
Attleboro,Wamsutta Middle School,160320,2-C-i,a-vale-i2,Average daily attendance,95.7,4.253333333,90,%,2018-19
Attleboro,Thomas Willett Elementary School,160035,2-C-i,a-vale-i2,Average daily attendance,95.4,4.24,90,%,2018-19
Milford,Brookside Elementary School,1850065,2-C-i,a-vale-i2,Average daily attendance,94.9,4.217777778,90,%,2018-19
Milford,Memorial Elementary School,1850010,2-C-i,a-vale-i2,Average daily attendance,94.9,4.217777778,90,%,2018-19
Milford,Milford High School,1850505,2-C-i,a-vale-i2,Average daily attendance,92.9,4.128888889,90,%,2018-19
Milford,Shining Star Early Childhood Center,1850075,2-C-i,a-vale-i2,Average daily attendance,91.3,4.057777778,90,%,2018-19
Milford,Stacy Middle School,1850305,2-C-i,a-vale-i2,Average daily attendance,94.8,4.213333333,90,%,2018-19
Milford,Woodland Elementary School,1850090,2-C-i,a-vale-i2,Average daily attendance,95.8,4.257777778,90,%,2018-19
Revere,Beachmont Elementary School,2480013,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Revere,Garfield Elementary School,2480056,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2018-19
Revere,Garfield Middle School,2480057,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Revere,Hill Elementary School,2480035,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Revere,Lincoln Elementary School,2480025,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2018-19
Revere,Paul Revere Elementary School,2480050,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2018-19
Revere,Revere High School,2480505,2-C-i,a-vale-i2,Average daily attendance,94,4.177777778,90,%,2018-19
Revere,Rumney Marsh Academy,2480014,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Revere,SeaCoast High School,2480520,2-C-i,a-vale-i2,Average daily attendance,75,3.333333333,90,%,2018-19
Revere,Susan B. Anthony Middle School,2480305,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Revere,Whelan Elementary School,2480003,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2018-19
Winchester,Ambrose Elementary School,3440045,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Winchester,Lincoln Elementary School,2480025,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Winchester,Lynch Elementary School,3440020,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Winchester,McCall Middle School,3440305,2-C-i,a-vale-i2,Average daily attendance,96.2,4.275555556,90,%,2018-19
Winchester,Muraco Elementary School,3440040,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Winchester,Vinson-Owen Elementary School,3440025,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2018-19
Winchester,Winchester High School,3440505,2-C-i,a-vale-i2,Average daily attendance,95.7,4.253333333,90,%,2018-19
Attleboro,Attleboro High School,160505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),87.4,3.884444444,90,%,2018-19
Milford,Milford High School,1850505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),99.6,5,90,%,2018-19
Revere,Revere High School,2480505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),100,5,90,%,2018-19
Revere,SeaCoast High School,2480520,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),100,5,90,%,2018-19
Winchester,Winchester High School,3440505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),87.3,3.88,90,%,2018-19
Attleboro,Attleboro High School,160505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,98.2,4.134736842,95,%,2018-19
Attleboro,Cyril K. Brennan Middle School,160315,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,Robert J. Coelho Middle School,160305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,Hyman Fine Elementary School,160040,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,Hill-Roberts Elementary School,160045,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,A. Irvin Studley Elementary School,160001,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
