District,School,DESE ID,Category,Item ID,NonLikert Title,NL_Value,LikertScore,Benchmark,Data Type,Academic Year
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-i,a-reso-i1,Average class size,23.3,1.34,20,,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,3-A-i,a-reso-i1,Average class size,24.3,1.14,20,,2017-18
Attleboro,Peter Thacher Elementary School,00160050,3-A-i,a-reso-i1,Average class size,25,1,20,,2017-18
Attleboro,Wamsutta Middle School,00160320,3-A-i,a-reso-i1,Average class size,25.2,0.96,20,,2017-18
Attleboro,Hyman Fine Elementary School,00160040,3-A-i,a-reso-i1,Average class size,26,0.8,20,,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,3-A-i,a-reso-i1,Average class size,27.4,0.52,20,,2017-18
Somerville,Next Wave/Full Circle,02740510,2-C-i,a-vale-i2,Average daily attendance,71,3.155555556,90,%,2017-18
Revere,Seacoast High School,02480520,2-C-i,a-vale-i2,Average daily attendance,73.7,3.275555556,90,%,2017-18
Revere,Garfield Elementary School,02480056,2-C-i,a-vale-i2,Average daily attendance,90,4,90,%,2017-18
Revere,Lincoln Elementary School,02480025,2-C-i,a-vale-i2,Average daily attendance,90,4,90,%,2017-18
Somerville,Somerville High School,02740505,2-C-i,a-vale-i2,Average daily attendance,92.3,4.102222222,90,%,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,2-C-i,a-vale-i2,Average daily attendance,92.3,4.102222222,90,%,2017-18
Attleboro,Attleboro High School,00160505,2-C-i,a-vale-i2,Average daily attendance,93.5,4.155555556,90,%,2017-18
Revere,Rumney Marsh Academy,02480014,2-C-i,a-vale-i2,Average daily attendance,94.1,4.182222222,90,%,2017-18
Revere,Revere High School,02480505,2-C-i,a-vale-i2,Average daily attendance,94.3,4.191111111,90,%,2017-18
Somerville,West Somerville Neighborhood School,02740115,2-C-i,a-vale-i2,Average daily attendance,94.6,4.204444444,90,%,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2017-18
Attleboro,Peter Thacher Elementary School,00160050,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2017-18
Somerville,Arthur D. Healey School,02740075,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2017-18
Somerville,John F. Kennedy Elementary School,02740083,2-C-i,a-vale-i2,Average daily attendance,95,4.222222222,90,%,2017-18
Somerville,Winter Hill Community Innovation School,02740120,2-C-i,a-vale-i2,Average daily attendance,95.1,4.226666667,90,%,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,2-C-i,a-vale-i2,Average daily attendance,95.2,4.231111111,90,%,2017-18
Revere,Whelan Elementary School,02480003,2-C-i,a-vale-i2,Average daily attendance,95.3,4.235555556,90,%,2017-18
Revere,Garfield Middle School,02480057,2-C-i,a-vale-i2,Average daily attendance,95.4,4.24,90,%,2017-18
Winchester,Winchester High School,03440505,2-C-i,a-vale-i2,Average daily attendance,95.4,4.24,90,%,2017-18
Attleboro,Thomas Willett Elementary School,00160035,2-C-i,a-vale-i2,Average daily attendance,95.5,4.244444444,90,%,2017-18
Somerville,Benjamin G. Brown School,02740015,2-C-i,a-vale-i2,Average daily attendance,95.5,4.244444444,90,%,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,2-C-i,a-vale-i2,Average daily attendance,95.6,4.248888889,90,%,2017-18
Attleboro,Wamsutta Middle School,00160320,2-C-i,a-vale-i2,Average daily attendance,95.6,4.248888889,90,%,2017-18
Revere,Susan B. Anthony Middle School,02480305,2-C-i,a-vale-i2,Average daily attendance,95.6,4.248888889,90,%,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,2-C-i,a-vale-i2,Average daily attendance,95.7,4.253333333,90,%,2017-18
Attleboro,Hyman Fine Elementary School,00160040,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2017-18
Winchester,Muraco Elementary School,03440040,2-C-i,a-vale-i2,Average daily attendance,96,4.266666667,90,%,2017-18
Somerville,East Somerville Community School,02740111,2-C-i,a-vale-i2,Average daily attendance,96.1,4.271111111,90,%,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,2-C-i,a-vale-i2,Average daily attendance,96.3,4.28,90,%,2017-18
Winchester,Lincoln Elementary School,02480025,2-C-i,a-vale-i2,Average daily attendance,96.3,4.28,90,%,2017-18
Winchester,Lynch Elementary School,03440020,2-C-i,a-vale-i2,Average daily attendance,96.4,4.284444444,90,%,2017-18
Winchester,Vinson-Owen Elementary School,03440025,2-C-i,a-vale-i2,Average daily attendance,96.4,4.284444444,90,%,2017-18
Winchester,Ambrose Elementary School,03440045,2-C-i,a-vale-i2,Average daily attendance,96.5,4.288888889,90,%,2017-18
Winchester,McCall Middle School,03440305,2-C-i,a-vale-i2,Average daily attendance,96.7,4.297777778,90,%,2017-18
Revere,Hill Elementary School,02480035,2-C-i,a-vale-i2,Average daily attendance,100,4.444444444,90,%,2017-18
Revere,Paul Revere Elementary School,02480050,2-C-i,a-vale-i1,Chronic absence rate,1.06,5.576,10,%,2017-18
Revere,Beachmont Elementary School,02480013,2-C-i,a-vale-i1,Chronic absence rate,1.1,5.56,10,%,2017-18
Winchester,Ambrose Elementary School,03440045,2-C-i,a-vale-i1,Chronic absence rate,1.6,5.36,10,%,2017-18
Revere,Hill Elementary School,02480035,2-C-i,a-vale-i1,Chronic absence rate,1.69,5.324,10,%,2017-18
Revere,Susan B. Anthony Middle School,02480305,2-C-i,a-vale-i1,Chronic absence rate,2.1,5.16,10,%,2017-18
Revere,Whelan Elementary School,02480003,2-C-i,a-vale-i1,Chronic absence rate,2.12,5.152,10,%,2017-18
Revere,Lincoln Elementary School,02480025,2-C-i,a-vale-i1,Chronic absence rate,2.73,4.908,10,%,2017-18
Winchester,Lincoln Elementary School,02480025,2-C-i,a-vale-i1,Chronic absence rate,2.9,4.84,10,%,2017-18
Revere,Garfield Elementary School,02480056,2-C-i,a-vale-i1,Chronic absence rate,3,4.8,10,%,2017-18
Winchester,Vinson-Owen Elementary School,03440025,2-C-i,a-vale-i1,Chronic absence rate,3.3,4.68,10,%,2017-18
Revere,Garfield Middle School,02480057,2-C-i,a-vale-i1,Chronic absence rate,3.4,4.64,10,%,2017-18
Winchester,McCall Middle School,03440305,2-C-i,a-vale-i1,Chronic absence rate,3.4,4.64,10,%,2017-18
Winchester,Lynch Elementary School,03440020,2-C-i,a-vale-i1,Chronic absence rate,4.4,4.24,10,%,2017-18
Winchester,Muraco Elementary School,03440040,2-C-i,a-vale-i1,Chronic absence rate,5.1,3.96,10,%,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,2-C-i,a-vale-i1,Chronic absence rate,5.6,3.76,10,%,2017-18
Attleboro,Hyman Fine Elementary School,00160040,2-C-i,a-vale-i1,Chronic absence rate,5.7,3.72,10,%,2017-18
Revere,Revere High School,02480505,2-C-i,a-vale-i1,Chronic absence rate,6.1,3.56,10,%,2017-18
Somerville,Benjamin G. Brown School,02740015,2-C-i,a-vale-i1,Chronic absence rate,6.7,3.32,10,%,2017-18
Attleboro,Wamsutta Middle School,00160320,2-C-i,a-vale-i1,Chronic absence rate,7.8,2.88,10,%,2017-18
Somerville,East Somerville Community School,02740111,2-C-i,a-vale-i1,Chronic absence rate,8,2.8,10,%,2017-18
Somerville,John F. Kennedy Elementary School,02740083,2-C-i,a-vale-i1,Chronic absence rate,8.2,2.72,10,%,2017-18
Attleboro,Thomas Willett Elementary School,00160035,2-C-i,a-vale-i1,Chronic absence rate,9.4,2.24,10,%,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,2-C-i,a-vale-i1,Chronic absence rate,9.6,2.16,10,%,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,2-C-i,a-vale-i1,Chronic absence rate,9.6,2.16,10,%,2017-18
Winchester,Winchester High School,03440505,2-C-i,a-vale-i1,Chronic absence rate,9.7,2.12,10,%,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,2-C-i,a-vale-i1,Chronic absence rate,11.5,1.4,10,%,2017-18
Somerville,Winter Hill Community Innovation School,02740120,2-C-i,a-vale-i1,Chronic absence rate,11.8,1.28,10,%,2017-18
Somerville,Arthur D. Healey School,02740075,2-C-i,a-vale-i1,Chronic absence rate,12.3,1.08,10,%,2017-18
Attleboro,Peter Thacher Elementary School,00160050,2-C-i,a-vale-i1,Chronic absence rate,12.5,1,10,%,2017-18
Somerville,West Somerville Neighborhood School,02740115,2-C-i,a-vale-i1,Chronic absence rate,13.8,0.48,10,%,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,2-C-i,a-vale-i1,Chronic absence rate,15.5,-0.2,10,%,2017-18
Attleboro,Attleboro High School,00160505,2-C-i,a-vale-i1,Chronic absence rate,17.1,-0.84,10,%,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,2-C-i,a-vale-i1,Chronic absence rate,24.7,-3.88,10,%,2017-18
Somerville,Somerville High School,02740505,2-C-i,a-vale-i1,Chronic absence rate,25.3,-4.12,10,%,2017-18
Revere,Seacoast High School,02480520,2-C-i,a-vale-i1,Chronic absence rate,52.4,-14.96,10,%,2017-18
Somerville,Next Wave/Full Circle,02740510,2-C-i,a-vale-i1,Chronic absence rate,78,-25.2,10,%,2017-18
Somerville,Next Wave/Full Circle,02740510,4-D-i,a-cgpr-i1,College enrollment rate (HS only),13,0.7926829268,65.6,%,2017-18
Somerville,Somerville High School,02740505,4-D-i,a-cgpr-i1,College enrollment rate (HS only),57,3.475609756,65.6,%,2017-18
Revere,Revere High School,02480505,4-D-i,a-cgpr-i1,College enrollment rate (HS only),74,4.512195122,65.6,%,2017-18
Winchester,Winchester High School,03440505,4-D-i,a-cgpr-i1,College enrollment rate (HS only),89.1,5.432926829,65.6,%,2017-18
Attleboro,Attleboro High School,00160505,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.2,0.4,2,hours,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Somerville,Arthur D. Healey School,02740075,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Somerville,West Somerville Neighborhood School,02740115,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Somerville,Winter Hill Community Innovation School,02740120,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Somerville,East Somerville Community School,02740111,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Somerville,Benjamin G. Brown School,02740015,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.8,1.6,2,hours,2017-18
Winchester,Ambrose Elementary School,03440045,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.9,1.8,2,hours,2017-18
Winchester,Lincoln Elementary School,02480025,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.9,1.8,2,hours,2017-18
Winchester,Lynch Elementary School,03440020,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.9,1.8,2,hours,2017-18
Winchester,Muraco Elementary School,03440040,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.9,1.8,2,hours,2017-18
Winchester,Vinson-Owen Elementary School,03440025,5-C-i,a-picp-i1,Hours of arts instruction per student per week,0.9,1.8,2,hours,2017-18
Somerville,Next Wave/Full Circle,02740510,5-C-i,a-picp-i1,Hours of arts instruction per student per week,1,2,2,hours,2017-18
Revere,Garfield Elementary School,02480056,5-C-i,a-picp-i1,Hours of arts instruction per student per week,1.2,2.4,2,hours,2017-18
Revere,Beachmont Elementary School,02480013,5-C-i,a-picp-i1,Hours of arts instruction per student per week,1.3,2.6,2,hours,2017-18
Revere,Whelan Elementary School,02480003,5-C-i,a-picp-i1,Hours of arts instruction per student per week,1.5,3,2,hours,2017-18
Attleboro,Hyman Fine Elementary School,00160040,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2,4,2,hours,2017-18
Attleboro,Peter Thacher Elementary School,00160050,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2,4,2,hours,2017-18
Revere,Garfield Middle School,02480057,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2,4,2,hours,2017-18
Revere,Rumney Marsh Academy,02480014,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2,4,2,hours,2017-18
Revere,Hill Elementary School,02480035,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2,4,2,hours,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2.3,4.6,2,hours,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2.5,5,2,hours,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2.5,5,2,hours,2017-18
Attleboro,Wamsutta Middle School,00160320,5-D-ii,a-picp-i1,Hours of arts instruction per student per week,2.5,5,2,hours,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2.5,5,2,hours,2017-18
Attleboro,Thomas Willett Elementary School,00160035,5-C-i,a-picp-i1,Hours of arts instruction per student per week,2.5,5,2,hours,2017-18
Revere,Susan B. Anthony Middle School,02480305,5-C-i,a-picp-i1,Hours of arts instruction per student per week,3,6,2,hours,2017-18
Revere,Paul Revere Elementary School,02480050,5-C-i,a-picp-i1,Hours of arts instruction per student per week,3.3,6.6,2,hours,2017-18
Revere,Seacoast High School,02480520,5-C-i,a-picp-i1,Hours of arts instruction per student per week,5,10,2,hours,2017-18
Revere,Lincoln Elementary School,02480025,5-C-i,a-picp-i1,Hours of arts instruction per student per week,5,10,2,hours,2017-18
Revere,Revere High School,02480505,5-C-i,a-picp-i1,Hours of arts instruction per student per week,6.66,13.32,2,hours,2017-18
Somerville,Next Wave/Full Circle,02740510,5-D-ii,a-phya-i1,Medical staff to student ratio,67,5.642666667,750,,2017-18
Attleboro,Peter Thacher Elementary School,00160050,5-D-ii,a-phya-i1,Medical staff to student ratio,216,4.848,750,,2017-18
Somerville,John F. Kennedy Elementary School,02740083,5-D-ii,a-phya-i1,Medical staff to student ratio,228,4.784,750,,2017-18
Somerville,Winter Hill Community Innovation School,02740120,5-D-ii,a-phya-i1,Medical staff to student ratio,229.5,4.776,750,,2017-18
Somerville,Benjamin G. Brown School,02740015,5-D-ii,a-phya-i1,Medical staff to student ratio,231,4.768,750,,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,5-D-ii,a-phya-i1,Medical staff to student ratio,292,4.442666667,750,,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,5-D-ii,a-phya-i1,Medical staff to student ratio,297,4.416,750,,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,5-D-ii,a-phya-i1,Medical staff to student ratio,314,4.325333333,750,,2017-18
Somerville,West Somerville Neighborhood School,02740115,5-D-ii,a-phya-i1,Medical staff to student ratio,371,4.021333333,750,,2017-18
Winchester,Muraco Elementary School,03440040,5-D-ii,a-phya-i1,Medical staff to student ratio,381,3.968,750,,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,5-D-ii,a-phya-i1,Medical staff to student ratio,384,3.952,750,,2017-18
Winchester,Lincoln Elementary School,02480025,5-D-ii,a-phya-i1,Medical staff to student ratio,403,3.850666667,750,,2017-18
Revere,Seacoast High School,02480520,5-D-ii,a-phya-i1,Medical staff to student ratio,410,3.813333333,750,,2017-18
Winchester,Ambrose Elementary School,03440045,5-D-ii,a-phya-i1,Medical staff to student ratio,421,3.754666667,750,,2017-18
Attleboro,Thomas Willett Elementary School,00160035,5-D-ii,a-phya-i1,Medical staff to student ratio,429,3.712,750,,2017-18
Somerville,Arthur D. Healey School,02740075,5-D-ii,a-phya-i1,Medical staff to student ratio,451,3.594666667,750,,2017-18
Winchester,Vinson-Owen Elementary School,03440025,5-D-ii,a-phya-i1,Medical staff to student ratio,455,3.573333333,750,,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,5-D-ii,a-phya-i1,Medical staff to student ratio,461,3.541333333,750,,2017-18
Revere,Beachmont Elementary School,02480013,5-D-ii,a-phya-i1,Medical staff to student ratio,467.5,3.506666667,750,,2017-18
Revere,Paul Revere Elementary School,02480050,5-D-ii,a-phya-i1,Medical staff to student ratio,472,3.482666667,750,,2017-18
Attleboro,Hyman Fine Elementary School,00160040,5-D-ii,a-phya-i1,Medical staff to student ratio,477,3.456,750,,2017-18
Winchester,Lynch Elementary School,03440020,5-D-ii,a-phya-i1,Medical staff to student ratio,480,3.44,750,,2017-18
Revere,Garfield Middle School,02480057,5-D-ii,a-phya-i1,Medical staff to student ratio,538,3.130666667,750,,2017-18
Winchester,McCall Middle School,03440305,5-D-ii,a-phya-i1,Medical staff to student ratio,555,3.04,750,,2017-18
Attleboro,Wamsutta Middle School,00160320,5-D-ii,a-phya-i1,Medical staff to student ratio,569,2.965333333,750,,2017-18
Revere,Susan B. Anthony Middle School,02480305,5-D-ii,a-phya-i1,Medical staff to student ratio,570,2.96,750,,2017-18
Revere,Rumney Marsh Academy,02480014,5-D-ii,a-phya-i1,Medical staff to student ratio,597,2.816,750,,2017-18
Somerville,Somerville High School,02740505,5-D-ii,a-phya-i1,Medical staff to student ratio,607.5,2.76,750,,2017-18
Attleboro,Attleboro High School,00160505,5-D-ii,a-phya-i1,Medical staff to student ratio,646.9,2.549866667,750,,2017-18
Revere,Revere High School,02480505,5-D-ii,a-phya-i1,Medical staff to student ratio,663.7,2.460266667,750,,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,5-D-ii,a-phya-i1,Medical staff to student ratio,678,2.384,750,,2017-18
Winchester,Winchester High School,03440505,5-D-ii,a-phya-i1,Medical staff to student ratio,688,2.330666667,750,,2017-18
Revere,Lincoln Elementary School,02480025,5-D-ii,a-phya-i1,Medical staff to student ratio,695,2.293333333,750,,2017-18
Revere,Hill Elementary School,02480035,5-D-ii,a-phya-i1,Medical staff to student ratio,712,2.202666667,750,,2017-18
Somerville,East Somerville Community School,02740111,5-D-ii,a-phya-i1,Medical staff to student ratio,720,2.16,750,,2017-18
Revere,Whelan Elementary School,02480003,5-D-ii,a-phya-i1,Medical staff to student ratio,753,1.984,750,,2017-18
Revere,Garfield Elementary School,02480056,5-D-ii,a-phya-i1,Medical staff to student ratio,768,1.904,750,,2017-18
Revere,Revere High School,02480505,3-B-i,a-curv-i3,Percent AP test takers scoring 3 or higher (HS only),48,9.6,20,%,2017-18
Somerville,Somerville High School,02740505,3-B-i,a-curv-i3,Percent AP test takers scoring 3 or higher (HS only),60,12,20,%,2017-18
Somerville,Somerville High School,02740505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),56.7,2.52,90,%,2017-18
Winchester,Winchester High School,03440505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),89,3.955555556,90,%,2017-18
Revere,Revere High School,02480505,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),100,4.444444444,90,%,2017-18
Revere,Seacoast High School,02480520,3-B-i,a-curv-i1,Percent graduates completing MassCORE (HS only),100,4.444444444,90,%,2017-18
Revere,Revere High School,02480505,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),16.3,2.173333333,30,%,2017-18
Somerville,Somerville High School,02740505,3-B-i,a-curv-i2,Percent juniors and seniors enrolled in one AP (HS only),44,5.866666667,30,%,2017-18
Winchester,Winchester High School,03440505,4-D-ii,a-cppm-i1,Percent positive work placement (HS only),10,0.4705882353,85,%,2017-18
Somerville,Somerville High School,02740505,4-D-ii,a-cppm-i1,Percent positive work placement (HS only),98,4.611764706,85,%,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),70,3.294117647,85,%,2017-18
Somerville,Next Wave/Full Circle,02740510,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),72,3.388235294,85,%,2017-18
Somerville,East Somerville Community School,02740111,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),73,3.435294118,85,%,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),80,3.764705882,85,%,2017-18
Somerville,John F. Kennedy Elementary School,02740083,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),80.5,3.788235294,85,%,2017-18
Somerville,Somerville High School,02740505,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),81.7,3.844705882,85,%,2017-18
Somerville,Arthur D. Healey School,02740075,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),83.3,3.92,85,%,2017-18
Somerville,West Somerville Neighborhood School,02740115,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),83.3,3.92,85,%,2017-18
Somerville,Benjamin G. Brown School,02740015,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),85,4,85,%,2017-18
Revere,Rumney Marsh Academy,02480014,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),90,4.235294118,85,%,2017-18
Somerville,Winter Hill Community Innovation School,02740120,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),90.7,4.268235294,85,%,2017-18
Winchester,McCall Middle School,03440305,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),92.6,4.357647059,85,%,2017-18
Revere,Seacoast High School,02480520,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),93,4.376470588,85,%,2017-18
Revere,Revere High School,02480505,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),95,4.470588235,85,%,2017-18
Revere,Lincoln Elementary School,02480025,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),95,4.470588235,85,%,2017-18
Revere,Garfield Middle School,02480057,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),96,4.517647059,85,%,2017-18
Winchester,Ambrose Elementary School,03440045,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),97,4.564705882,85,%,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),97.2,4.574117647,85,%,2017-18
Attleboro,Peter Thacher Elementary School,00160050,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),97.6,4.592941176,85,%,2017-18
Revere,Susan B. Anthony Middle School,02480305,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),98,4.611764706,85,%,2017-18
