Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,% ELA,% Math,% Science and Technology,% Computer and Information Science,% History and Social Sciences,% Arts,% All Other Subjects,% All Other Subjects
12.133333333333333,5,a-curv-i2,2022-23,Boston Collegiate Charter (District)-Boston Collegiate Charter School,04490305,         145,         132,  91.0,  31.0,  84.1,  67.6,  13.1,  22.1,  11.7,   6.9,   0.0
2.1599999999999997,2.16,a-curv-i2,2022-23,Boston Day and Evening Academy Charter (District)-Boston Day and Evening Academy Charter School,04240505,         315,          51,  16.2,   1.0,  12.7,   4.8,   0.0,   0.0,   0.3,   0.3,   0.0
7.493333333333334,5,a-curv-i2,2022-23,Boston Green Academy Horace Mann Charter School (District)-Boston Green Academy Horace Mann Charter School,04110305,         137,          77,  56.2,  27.7,  35.8,  52.6,   0.0,  14.6,   0.0,   4.4,   0.0
11.333333333333334,5,a-curv-i2,2022-23,Boston Preparatory Charter Public (District)-Boston Preparatory Charter Public School,04160305,         173,         147,  85.0,  42.2,  68.8,  66.5,  12.1,  28.3,   0.0,   7.5,   0.0
11.24,5,a-curv-i2,2022-23,Boston-Another Course To College,00350541,         121,         102,  84.3,  32.2,  62.0,  28.9,  52.1,  33.9,  13.2,   6.6,   0.0
0.0,1,a-curv-i2,2022-23,Boston-Boston Adult Tech Academy,00350548,         168,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
6.546666666666667,5,a-curv-i2,2022-23,Boston-Boston Arts Academy,00350546,         226,         111,  49.1,   0.9,  45.6,  10.6,   0.0,   2.2,   0.4,   0.9,   0.0
1.84,1.84,a-curv-i2,2022-23,Boston-Boston Collaborative High School,00350755,         123,          17,  13.8,   0.8,  13.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
7.1866666666666665,5,a-curv-i2,2022-23,Boston-Boston Community Leadership Academy,00350558,         206,         111,  53.9,  29.6,  35.9,   0.0,   0.0,   0.0,   0.0,  14.1,   0.0
5.6,5,a-curv-i2,2022-23,Boston-Boston International High School & Newcomers Academy,00350507,         157,          66,  42.0,   0.0,  39.5,   0.0,   6.4,   8.9,   0.0,   0.0,   0.0
13.24,5,a-curv-i2,2022-23,Boston-Boston Latin Academy,00350545,         582,         578,  99.3,  21.8,  93.8,  16.7,  18.4,  66.7,   0.0,   6.5,   0.0
13.32,5,a-curv-i2,2022-23,Boston-Boston Latin School,00350560,         797,         796,  99.9,  35.0,  96.5,  52.7,  26.5,  52.6,   6.4,  19.7,   0.0
9.76,5,a-curv-i2,2022-23,Boston-Brighton High School,00350505,         254,         186,  73.2,   9.4,  55.1,  37.0,   3.1,   5.5,   2.4,   7.5,   0.0
7.933333333333334,5,a-curv-i2,2022-23,Boston-Burke High School,00350525,         168,         100,  59.5,  17.9,  57.7,   0.0,   9.5,  16.7,   0.6,   1.8,   0.0
0.0,1,a-curv-i2,2022-23,Boston-Carter School,00350036,          11,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
6.213333333333334,5,a-curv-i2,2022-23,Boston-Charlestown High School,00350515,         356,         166,  46.6,   5.9,  42.1,   8.1,   3.4,  11.5,   0.3,   7.9,   0.0
0.0,1,a-curv-i2,2022-23,Boston-Community Academy,00350518,          33,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
5.453333333333333,5,a-curv-i2,2022-23,Boston-Community Academy of Science and Health,00350581,         149,          61,  40.9,  22.8,  29.5,   5.4,   0.0,   6.7,   0.0,   0.0,   0.0
8.586666666666668,5,a-curv-i2,2022-23,Boston-Dearborn 6-12 STEM Academy,00350074,         163,         105,  64.4,   8.6,  39.9,   5.5,  22.7,   5.5,   3.7,   8.0,   0.0
4.413333333333333,4.41,a-curv-i2,2022-23,Boston-East Boston High School,00350530,         532,         176,  33.1,   3.6,   6.4,   2.3,  22.4,   2.3,   0.0,   0.2,   0.0
7.253333333333333,5,a-curv-i2,2022-23,Boston-English High School,00350535,         272,         148,  54.4,  10.3,  50.0,   8.5,   0.0,   7.0,   0.0,   0.0,   0.0
6.239999999999999,5,a-curv-i2,2022-23,Boston-Excel High School,00350522,         205,          96,  46.8,  20.5,  38.5,   5.4,  13.2,   0.0,   0.0,   0.0,   0.0
10.96,5,a-curv-i2,2022-23,Boston-Fenway High School,00350540,         174,         143,  82.2,  28.7,  44.3,   1.1,   4.0,   0.0,   0.0,  12.1,   0.0
1.24,1.24,a-curv-i2,2022-23,Boston-Greater Egleston High School,00350543,          75,           7,   9.3,   0.0,   0.0,   0.0,   9.3,   0.0,   0.0,   0.0,   0.0
6.466666666666667,5,a-curv-i2,2022-23,Boston-Henderson K-12 Inclusion School Upper,00350426,         132,          64,  48.5,  18.2,  34.8,  13.6,   7.6,  21.2,   0.8,   0.0,   0.0
0.0,1,a-curv-i2,2022-23,Boston-Horace Mann School for the Deaf Hard of Hearing,00350750,           8,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
13.08,5,a-curv-i2,2022-23,Boston-Lyon High School,00350655,          53,          52,  98.1,  96.2,  45.3,   0.0,   0.0,  41.5,   0.0,   0.0,   0.0
6.706666666666666,5,a-curv-i2,2022-23,Boston-Madison Park Technical Vocational High School,00350537,         459,         231,  50.3,   8.1,  47.3,   9.6,   0.9,   5.4,   0.7,   5.7,   8.5
11.626666666666667,5,a-curv-i2,2022-23,Boston-Margarita Muniz Academy,00350549,         133,         116,  87.2,   0.0,  54.1,   0.0,   0.0,   0.0,   0.0,  34.6,   0.0
0.0,1,a-curv-i2,2022-23,Boston-McKinley Schools,00350363,          42,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
12.08,5,a-curv-i2,2022-23,Boston-New Mission High School,00350542,         212,         192,  90.6,  42.5,  88.2,  10.8,  11.3,  22.2,   0.0,  12.3,   0.0
13.133333333333333,5,a-curv-i2,2022-23,Boston-O'Bryant School of Math & Science,00350575,         610,         601,  98.5,  52.6,  81.5,  41.6,  20.2,  49.5,   0.0,  16.2,   0.0
13.186666666666667,5,a-curv-i2,2022-23,Boston-Quincy Upper School,00350565,          94,          93,  98.9,  98.9,  97.9,  98.9,  23.4,  97.9,  98.9,  96.8,   0.0
9.746666666666666,5,a-curv-i2,2022-23,Boston-Snowden International High School,00350690,         201,         147,  73.1,  40.8,  61.7,  29.4,   0.0,  32.8,  15.9,  42.8,   0.0
5.053333333333333,5,a-curv-i2,2022-23,Boston-TechBoston Academy,00350657,         282,         107,  37.9,   7.1,  27.7,   8.2,   5.3,   5.7,   5.7,   1.1,   0.0
9.133333333333333,5,a-curv-i2,2022-23,Bourne-Bourne High School,00360505,         181,         124,  68.5,  12.7,  54.1,  11.0,   7.2,  25.4,   0.0,   0.6,   0.0
9.32,5,a-curv-i2,2022-23,Braintree-Braintree High,00400505,         783,         547,  69.9,   8.8,  67.8,  20.9,   7.4,  27.6,   2.6,   5.5,   0.0
7.760000000000001,5,a-curv-i2,2022-23,Bridgewater-Raynham-Bridgewater-Raynham Regional,06250505,         639,         372,  58.2,  20.3,  51.0,  16.0,   0.0,  14.9,   0.9,   0.0,   0.0
0.0,1,a-curv-i2,2022-23,Bridgewater-Raynham-Therapeutic Day School,06250415,           5,"","","","","","","","","",""
4.1466666666666665,4.15,a-curv-i2,2022-23,Bristol County Agricultural-Bristol County Agricultural High,09100705,         209,          65,  31.1,   0.0,  17.7,  22.5,   0.0,   0.0,   0.0,   0.0,   6.2
9.28,5,a-curv-i2,2022-23,Bristol-Plymouth Regional Vocational Technical-Bristol-Plymouth Vocational Technical,08100605,         635,         442,  69.6,   9.0,  17.2,   0.0,   0.0,   0.0,   0.0,  44.7,  33.1
0.3466666666666667,1,a-curv-i2,2022-23,Brockton-Brockton Champion High School,00440515,          39,           1,   2.6,   0.0,   2.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
7.333333333333333,5,a-curv-i2,2022-23,Brockton-Brockton High,00440505,"       1,508",         830,  55.0,  12.3,  49.5,  10.6,   4.1,  10.1,   3.1,   8.7,   0.0
3.3333333333333335,3.33,a-curv-i2,2022-23,Brockton-Brockton Virtual Learning Academy,00440705,          32,           8,  25.0,   0.0,  25.0,   0.0,   0.0,   3.1,   0.0,   0.0,   0.0
0.0,1,a-curv-i2,2022-23,Brockton-Edison Academy,00440520,         157,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
0.0,1,a-curv-i2,2022-23,Brockton-Huntington Therapeutic Day School,00440400,          12,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
12.906666666666666,5,a-curv-i2,2022-23,Brooke Charter School (District)-Brooke Charter School,04280305,         218,         211,  96.8,  53.7,  75.7,  75.7,  54.6,   0.0,   0.0,  27.1,   0.0
12.386666666666667,5,a-curv-i2,2022-23,Brookline-Brookline High,00460505,         991,         921,  92.9,   0.0,  90.6,  55.8,   6.6,  19.6,   3.1,  10.7,   0.0
9.866666666666667,5,a-curv-i2,2022-23,Burlington-Burlington High,00480505,         439,         325,  74.0,  23.9,  59.5,  34.6,  23.7,  31.0,   1.1,   3.9,   0.0
9.453333333333335,5,a-curv-i2,2022-23,Cambridge-Cambridge Rindge and Latin,00490506,         899,         637,  70.9,  25.4,  53.7,  31.8,  14.3,  35.9,   3.8,  10.0,   3.0
10.493333333333334,5,a-curv-i2,2022-23,Canton-Canton High,00500505,         414,         326,  78.7,  44.4,  60.6,  20.3,   3.1,  27.5,   2.4,   2.9,   0.0
12.533333333333333,5,a-curv-i2,2022-23,Cape Cod Regional Vocational Technical-Cape Cod Region Vocational Technical,08150605,         318,         299,  94.0,  11.0,  11.9,   0.0,   0.0,   9.4,   0.0,  92.8,  34.3
8.96,5,a-curv-i2,2022-23,Carver-Carver Middle/High School,00520405,         192,         129,  67.2,   9.9,  51.0,  30.2,   9.4,  12.5,   0.0,   0.0,   0.0
9.4,5,a-curv-i2,2022-23,Central Berkshire-Wahconah Regional High,06350505,         241,         170,  70.5,  22.4,  61.4,  17.8,   0.0,  17.4,   2.9,   3.7,   0.0
9.546666666666665,5,a-curv-i2,2022-23,Chelmsford-Chelmsford High,00560505,         661,         473,  71.6,  18.8,  62.3,  23.0,   9.7,  28.6,   0.2,  13.2,   0.0
8.506666666666666,5,a-curv-i2,2022-23,Chelsea-Chelsea High,00570505,         661,         422,  63.8,  25.1,  52.2,   6.5,   0.6,  16.5,   0.8,  14.5,   0.0
0.92,1,a-curv-i2,2022-23,Chelsea-Chelsea Opportunity Academy,00570515,          72,           5,   6.9,   0.0,   0.0,   6.9,   0.0,   0.0,   0.0,   0.0,   0.0
6.4,5,a-curv-i2,2022-23,Chelsea-Chelsea Virtual Learning Academy,00570705,          25,          12,  48.0,   0.0,  48.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
5.333333333333333,5,a-curv-i2,2022-23,Chicopee-Chicopee Academy,00610021,          30,          12,  40.0,   0.0,  40.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
5.053333333333333,5,a-curv-i2,2022-23,Chicopee-Chicopee Comprehensive High School,00610510,         565,         214,  37.9,   9.7,  31.9,   5.3,   0.0,  10.1,   0.0,   2.1,   0.5
6.133333333333334,5,a-curv-i2,2022-23,Chicopee-Chicopee High,00610505,         413,         190,  46.0,  12.1,  36.3,   8.5,   0.0,  24.5,   0.0,   5.8,   0.0
4.8133333333333335,4.81,a-curv-i2,2022-23,City on a Hill Charter Public School (District)-City on a Hill Charter Public School,04370505,          83,          30,  36.1,  18.1,  36.1,   0.0,   0.0,   9.6,   0.0,   0.0,   0.0
4.293333333333334,4.29,a-curv-i2,2022-23,Clinton-Clinton Senior High,00640505,         258,          83,  32.2,  14.0,  16.3,  11.6,   5.0,   8.5,   0.0,   3.5,   0.0
9.333333333333334,5,a-curv-i2,2022-23,Codman Academy Charter Public (District)-Codman Academy Charter Public School,04380505,          60,          42,  70.0,  46.7,  58.3,  43.3,  15.0,   0.0,   0.0,   0.0,   0.0
12.093333333333334,5,a-curv-i2,2022-23,Cohasset-Cohasset High School,00650505,         215,         195,  90.7,  50.2,  80.9,  26.0,   0.0,  40.5,   0.0,   5.1,   0.0
4.826666666666667,4.83,a-curv-i2,2022-23,Collegiate Charter School of Lowell (District)-Collegiate Charter School of Lowell,35030205,          58,          21,  36.2,  36.2,  12.1,  13.8,   0.0,   0.0,   0.0,   0.0,   0.0
10.986666666666668,5,a-curv-i2,2022-23,Community Charter School of Cambridge (District)-Community Charter School of Cambridge,04360305,          74,          61,  82.4,  17.6,  70.3,  21.6,  20.3,  29.7,   0.0,   0.0,   0.0
12.32,5,a-curv-i2,2022-23,Concord-Carlisle-Concord Carlisle High,06400505,         669,         618,  92.4,   8.5,  90.3,  26.6,   0.1,   1.6,   3.1,  12.0,   0.0
10.746666666666666,5,a-curv-i2,2022-23,Danvers-Danvers High,00710505,         403,         325,  80.6,  23.6,  54.1,  48.4,   7.7,  39.5,   8.9,   1.7,   0.0
8.933333333333334,5,a-curv-i2,2022-23,Dartmouth-Dartmouth High,00720505,         497,         333,  67.0,  19.3,  52.7,  15.7,   9.3,  19.5,   3.0,   0.0,   0.0
8.96,5,a-curv-i2,2022-23,Dedham-Dedham High,00730505,         344,         231,  67.2,  13.1,  59.9,  16.6,   4.1,  22.1,   6.1,   6.4,   0.0
9.093333333333334,5,a-curv-i2,2022-23,Dennis-Yarmouth-Dennis-Yarmouth Regional High,06450505,         308,         210,  68.2,  30.8,  47.1,  22.4,   7.8,  24.0,   7.1,   6.5,   0.0
7.306666666666667,5,a-curv-i2,2022-23,Dighton-Rehoboth-Dighton-Rehoboth Regional High School,06500505,         330,         181,  54.8,  22.1,  46.1,  23.0,   0.9,  23.6,   4.8,   0.0,   0.0
6.746666666666667,5,a-curv-i2,2022-23,Douglas-Douglas High School,00770505,         180,          91,  50.6,  19.4,  40.6,  23.3,   0.0,  16.7,   0.0,   0.0,   0.0
12.479999999999999,5,a-curv-i2,2022-23,Dover-Sherborn-Dover-Sherborn Regional High,06550505,         326,         305,  93.6,  38.7,  91.4,  35.6,   4.0,  46.9,   3.4,   8.6,   0.0
8.08,5,a-curv-i2,2022-23,Dracut-Dracut Senior High,00790505,         391,         237,  60.6,  14.6,  51.4,  26.1,   0.0,  13.6,   0.0,   2.0,   0.0
8.453333333333333,5,a-curv-i2,2022-23,Dudley-Charlton Reg-Shepherd Hill Regional High,06580505,         426,         270,  63.4,  14.6,  47.4,  35.2,   2.8,   6.1,   0.5,   4.7,   0.0
11.666666666666666,5,a-curv-i2,2022-23,Duxbury-Duxbury High,00820505,         464,         406,  87.5,  25.0,  81.9,  21.3,   0.0,  44.2,   3.2,   8.4,   0.0
9.013333333333332,5,a-curv-i2,2022-23,East Bridgewater-East Bridgewater JR./SR. High School,00830505,         299,         202,  67.6,  30.8,  57.5,  21.1,   0.0,   2.7,   1.7,   0.0,   0.0
10.186666666666667,5,a-curv-i2,2022-23,East Longmeadow-East Longmeadow High,00870505,         423,         323,  76.4,  17.5,  71.4,  11.6,   5.9,  20.6,   0.0,   0.7,   0.2
6.8133333333333335,5,a-curv-i2,2022-23,Easthampton-Easthampton High,00860505,         182,          93,  51.1,  47.3,  15.9,   1.1,   1.1,  12.6,   0.0,   1.6,   0.0
8.48,5,a-curv-i2,2022-23,Easton-Oliver Ames High,00880505,         547,         348,  63.6,   8.2,  52.8,  23.2,   2.7,  31.8,   2.4,   1.8,   0.0
9.613333333333333,5,a-curv-i2,2022-23,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District)-Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,04520505,         179,         129,  72.1,  43.6,  60.3,  13.4,   0.0,   0.0,   0.0,   0.0,   0.0
10.573333333333332,5,a-curv-i2,2022-23,Essex North Shore Agricultural and Technical School District-Essex North Shore Agricultural and Technical School,08170505,         791,         627,  79.3,   5.8,  55.4,  16.7,   0.0,  32.4,   0.0,   0.0,  43.5
0.0,1,a-curv-i2,2022-23,Everett-Devens School,00930030,           8,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
7.733333333333333,5,a-curv-i2,2022-23,Everett-Everett High,00930505,"       1,017",         590,  58.0,  13.5,  49.2,   5.9,   9.1,   7.1,   0.0,   0.0,   0.0
12.92,5,a-curv-i2,2022-23,Excel Academy Charter (District)-Excel Academy Charter School,04100205,         318,         308,  96.9,  72.3,  92.8,  37.1,   5.0,  55.0,   2.5,  16.7,   0.0
8.146666666666667,5,a-curv-i2,2022-23,Fairhaven-Fairhaven High,00940505,         316,         193,  61.1,  17.4,  55.4,  14.6,   0.0,  16.5,   0.0,   0.0,   0.0
9.066666666666666,5,a-curv-i2,2022-23,Fall River-B M C Durfee High,00950505,"       1,075",         731,  68.0,  20.0,  54.2,  34.7,   2.1,  15.4,   1.1,  12.9,   0.0
2.76,2.76,a-curv-i2,2022-23,Fall River-Resiliency Preparatory Academy,00950525,          82,          17,  20.7,   0.0,   0.0,  20.7,   0.0,   0.0,   0.0,   0.0,   0.0
0.0,1,a-curv-i2,2022-23,Fall River-Stone PK-12 School,00950340,          14,           0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
9.653333333333334,5,a-curv-i2,2022-23,Falmouth-Falmouth High,00960505,         370,         268,  72.4,  13.0,  64.6,  21.1,   7.3,  44.9,   6.8,   8.4,   0.0
8.0,5,a-curv-i2,2022-23,Fitchburg-Fitchburg High,00970505,         567,         340,  60.0,  31.2,  44.6,  16.0,   8.6,  26.6,   2.6,  13.1,   0.0
3.4266666666666667,3.43,a-curv-i2,2022-23,Fitchburg-Goodrich Academy,00970510,         175,          45,  25.7,   0.6,   7.4,  18.9,   0.0,   0.6,   0.0,   0.6,   0.0
0.0,1,a-curv-i2,2022-23,Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,           0,"","","","","","","","","",""
9.346666666666666,5,a-curv-i2,2022-23,Foxborough Regional Charter (District)-Foxborough Regional Charter School,04460550,         174,         122,  70.1,  31.0,  37.9,  34.5,   6.3,  30.5,   3.4,  10.3,   0.0
8.906666666666666,5,a-curv-i2,2022-23,Foxborough-Foxborough High,00990505,         377,         252,  66.8,  22.0,  51.7,  12.7,   4.8,  40.3,   2.9,   9.8,   0.0
7.760000000000001,5,a-curv-i2,2022-23,Framingham-Framingham High School,01000515,"       1,187",         691,  58.2,  14.7,  43.6,  15.4,   1.5,  22.3,   3.5,   1.4,   0.0
11.76,5,a-curv-i2,2022-23,Francis W. Parker Charter Essential (District)-Francis W. Parker Charter Essential School,04780505,         119,         105,  88.2,   0.0,  80.7,  53.8,   2.5,   5.9,   0.0,   2.5,   0.0
6.96,5,a-curv-i2,2022-23,Franklin County Regional Vocational Technical-Franklin County Technical,08180605,         272,         142,  52.2,  15.8,  26.5,   0.0,   0.0,   0.0,   0.0,   0.0,  25.0
10.266666666666667,5,a-curv-i2,2022-23,Franklin-Franklin High,01010505,         835,         643,  77.0,  15.0,  71.3,  25.9,   4.2,  38.0,   3.8,   7.5,   0.0
7.88,5,a-curv-i2,2022-23,Freetown-Lakeville-Apponequet Regional High,06650505,         367,         217,  59.1,  29.2,  48.0,  20.4,   3.3,  34.3,   1.1,   5.2,   0.0
8.786666666666667,5,a-curv-i2,2022-23,Frontier-Frontier Regional,06700505,         182,         120,  65.9,  25.3,  59.3,  23.6,   0.0,  13.7,   0.0,   4.4,   0.0
9.08,5,a-curv-i2,2022-23,Gardner-Gardner Academy for Learning and Technology,01030515,          91,          62,  68.1,  28.6,  54.9,  16.5,   7.7,  41.8,  11.0,  65.9,   0.0
9.586666666666668,5,a-curv-i2,2022-23,Gardner-Gardner High,01030505,         267,         192,  71.9,  36.3,  69.3,  25.5,   5.6,  23.2,   1.5,  16.5,   0.0
6.293333333333334,5,a-curv-i2,2022-23,Gateway-Gateway Regional High,06720505,          89,          42,  47.2,  23.6,  31.5,  20.2,   0.0,  13.5,   0.0,   1.1,   0.0
