Raw likert calculation,Likert Score,Admin Data Item,Academic Year,School Name,DESE ID,Tests Taken,Score=1,Score=2,Score=3,Score=4,Score=5,% Score 1-2,% Score 3-5
2.98,2.98,a-curv-i3,2022-23,Boston - Community Academy of Science and Health,00350581,      47,      28,      12,       6,       0,       1,  85.1,  14.9
0.0,1,a-curv-i3,2022-23,Boston - Dearborn 6-12 STEM Academy,00350074,      36,      26,      10,       0,       0,       0, 100.0,    .0
3.18,3.18,a-curv-i3,2022-23,Boston - East Boston High School,00350530,      88,      56,      18,       5,       4,       5,  84.1,  15.9
1.7,1.7,a-curv-i3,2022-23,Boston - English High School,00350535,      82,      58,      17,       4,       2,       1,  91.5,   8.5
3.8200000000000003,3.82,a-curv-i3,2022-23,Boston - Excel High School,00350522,      94,      48,      28,      12,       5,       1,  80.9,  19.1
10.28,5,a-curv-i3,2022-23,Boston - Fenway High School,00350540,      35,      11,       6,      11,       5,       2,  48.6,  51.4
2.32,2.32,a-curv-i3,2022-23,Boston - Henderson K-12 Inclusion School Upper,00350426,      86,      49,      27,       6,       3,       1,  88.4,  11.6
0.0,1,a-curv-i3,2022-23,Boston - Horace Mann School for the Deaf Hard of Hearing,00350750,       1,"","","","","","",""
2.3,2.3,a-curv-i3,2022-23,Boston - Lyon High School,00350655,      26,      17,       6,       2,       1,       0,  88.5,  11.5
0.64,1,a-curv-i3,2022-23,Boston - Madison Park Technical Vocational High School,00350537,      31,      15,      15,       1,       0,       0,  96.8,   3.2
13.34,5,a-curv-i3,2022-23,Boston - Margarita Muniz Academy,00350549,      42,       5,       9,      22,       1,       5,  33.3,  66.7
2.6,2.6,a-curv-i3,2022-23,Boston - New Mission High School,00350542,     192,     122,      45,      16,       4,       5,  87.0,  13.0
9.14,5,a-curv-i3,2022-23,Boston - O'Bryant School of Math & Science,00350575,"   1,288",     279,     421,     351,     162,      75,  54.3,  45.7
0.0,1,a-curv-i3,2022-23,Boston - Snowden International High School,00350690,       3,"","","","","","",""
6.6,5,a-curv-i3,2022-23,Boston - TechBoston Academy,00350657,     112,      28,      47,      27,      10,       0,  67.0,  33.0
6.0,5,a-curv-i3,2022-23,Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,     223,      91,      65,      42,      18,       7,  70.0,  30.0
1.98,1.98,a-curv-i3,2022-23,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,      71,      47,      17,       6,       1,       0,  90.1,   9.9
3.54,3.54,a-curv-i3,2022-23,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,     175,      90,      54,      24,       2,       5,  82.3,  17.7
7.5,5,a-curv-i3,2022-23,Bourne - Bourne High School,00360505,     128,      47,      33,      24,      17,       7,  62.5,  37.5
16.7,5,a-curv-i3,2022-23,Braintree - Braintree High,00400505,     771,      25,     102,     192,     235,     217,  16.5,  83.5
11.4,5,a-curv-i3,2022-23,Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,     440,      77,     112,     123,      80,      48,  43.0,  57.0
13.580000000000002,5,a-curv-i3,2022-23,Bristol County Agricultural - Bristol County Agricultural High,09100705,      81,       7,      19,      31,      20,       4,  32.1,  67.9
5.24,5,a-curv-i3,2022-23,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,      61,      24,      21,       5,      11,       0,  73.8,  26.2
6.840000000000001,5,a-curv-i3,2022-23,Brockton - Brockton High,00440505,     407,     124,     144,      99,      32,       8,  65.8,  34.2
5.16,5,a-curv-i3,2022-23,Brooke Charter School (District) - Brooke Charter School,04280305,     597,     262,     181,      92,      44,      18,  74.2,  25.8
18.64,5,a-curv-i3,2022-23,Brookline - Brookline High,00460505,"   1,109",       9,      66,     225,     316,     493,   6.8,  93.2
13.12,5,a-curv-i3,2022-23,Burlington - Burlington High,00480505,     462,      70,      89,     106,     111,      86,  34.4,  65.6
16.1,5,a-curv-i3,2022-23,Cambridge - Cambridge Rindge and Latin,00490506,     841,      53,     111,     209,     209,     259,  19.5,  80.5
13.680000000000001,5,a-curv-i3,2022-23,Canton - Canton High,00500505,     500,      48,     110,     149,     128,      65,  31.6,  68.4
7.94,5,a-curv-i3,2022-23,Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,      58,       3,      32,      18,       5,       0,  60.3,  39.7
10.0,5,a-curv-i3,2022-23,Carver - Carver Middle/High School,00520405,     130,      30,      35,      32,      26,       7,  50.0,  50.0
9.68,5,a-curv-i3,2022-23,Central Berkshire - Wahconah Regional High,06350505,     157,      25,      56,      42,      27,       7,  51.6,  48.4
14.459999999999999,5,a-curv-i3,2022-23,Chelmsford - Chelmsford High,00560505,     552,      42,     111,     187,     140,      72,  27.7,  72.3
7.140000000000001,5,a-curv-i3,2022-23,Chelsea - Chelsea High,00570505,     367,     120,     116,      67,      42,      22,  64.3,  35.7
0.0,1,a-curv-i3,2022-23,Chelsea - Chelsea Virtual Learning Academy,00570705,       2,"","","","","","",""
8.98,5,a-curv-i3,2022-23,Chicopee - Chicopee Comprehensive High School,00610510,     225,      46,      78,      55,      32,      14,  55.1,  44.9
10.5,5,a-curv-i3,2022-23,Chicopee - Chicopee High,00610505,     122,      17,      41,      46,      13,       5,  47.5,  52.5
2.2199999999999998,2.22,a-curv-i3,2022-23,City on a Hill Charter Public School (District) - City on a Hill Charter Public School,04370505,      27,      16,       8,       3,       0,       0,  88.9,  11.1
7.42,5,a-curv-i3,2022-23,Clinton - Clinton Senior High,00640505,     167,      66,      39,      36,      18,       8,  62.9,  37.1
0.0,1,a-curv-i3,2022-23,Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,      61,      59,       2,       0,       0,       0, 100.0,    .0
15.940000000000001,5,a-curv-i3,2022-23,Cohasset - Cohasset High School,00650505,     409,      34,      49,     107,     105,     114,  20.3,  79.7
8.48,5,a-curv-i3,2022-23,Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,      33,       6,      13,       8,       4,       2,  57.6,  42.4
6.959999999999999,5,a-curv-i3,2022-23,Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,      69,      23,      22,      13,       6,       5,  65.2,  34.8
18.1,5,a-curv-i3,2022-23,Concord-Carlisle - Concord Carlisle High,06400505,     783,      15,      59,     138,     263,     308,   9.5,  90.5
10.459999999999999,5,a-curv-i3,2022-23,Danvers - Danvers High,00710505,     486,      90,     142,     119,      99,      36,  47.7,  52.3
13.559999999999999,5,a-curv-i3,2022-23,Dartmouth - Dartmouth High,00720505,     550,      65,     112,     159,     140,      74,  32.2,  67.8
12.72,5,a-curv-i3,2022-23,Dedham - Dedham High,00730505,     382,      63,      76,     109,      78,      56,  36.4,  63.6
10.6,5,a-curv-i3,2022-23,Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,     315,      55,      93,      74,      70,      23,  47.0,  53.0
13.5,5,a-curv-i3,2022-23,Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,     197,      15,      49,      58,      49,      26,  32.5,  67.5
11.84,5,a-curv-i3,2022-23,Douglas - Douglas High School,00770505,     157,      17,      47,      54,      30,       9,  40.8,  59.2
18.98,5,a-curv-i3,2022-23,Dover-Sherborn - Dover-Sherborn Regional High,06550505,     534,       1,      26,     105,     183,     219,   5.1,  94.9
10.559999999999999,5,a-curv-i3,2022-23,Dracut - Dracut Senior High,00790505,     265,      42,      83,      73,      51,      16,  47.2,  52.8
12.120000000000001,5,a-curv-i3,2022-23,Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,     325,      66,      62,      79,      72,      46,  39.4,  60.6
13.52,5,a-curv-i3,2022-23,Duxbury - Duxbury High,00820505,     749,      98,     145,     222,     167,     117,  32.4,  67.6
11.559999999999999,5,a-curv-i3,2022-23,East Bridgewater - East Bridgewater JR./SR. High School,00830505,     268,      40,      73,      90,      48,      17,  42.2,  57.8
13.02,5,a-curv-i3,2022-23,East Longmeadow - East Longmeadow High,00870505,     335,      40,      77,      92,      76,      50,  34.9,  65.1
12.459999999999999,5,a-curv-i3,2022-23,Easthampton - Easthampton High,00860505,     167,      25,      38,      64,      21,      19,  37.7,  62.3
15.52,5,a-curv-i3,2022-23,Easton - Oliver Ames High,00880505,     575,      27,     102,     161,     171,     114,  22.4,  77.6
2.18,2.18,a-curv-i3,2022-23,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District) - Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,04520505,     101,      47,      43,       8,       2,       1,  89.1,  10.9
13.52,5,a-curv-i3,2022-23,Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,     148,      17,      31,      43,      36,      21,  32.4,  67.6
8.58,5,a-curv-i3,2022-23,Everett - Everett High,00930505,     476,     136,     136,     133,      43,      28,  57.1,  42.9
6.7,5,a-curv-i3,2022-23,Excel Academy Charter (District) - Excel Academy Charter School,04100205,     768,     321,     190,     156,      72,      29,  66.5,  33.5
12.440000000000001,5,a-curv-i3,2022-23,Fairhaven - Fairhaven High,00940505,     275,      35,      69,      87,      54,      30,  37.8,  62.2
8.8,5,a-curv-i3,2022-23,Fall River - B M C Durfee High,00950505,     614,     148,     196,     188,      54,      28,  56.0,  44.0
14.36,5,a-curv-i3,2022-23,Falmouth - Falmouth High,00960505,     372,      32,      73,     100,      95,      72,  28.2,  71.8
6.540000000000001,5,a-curv-i3,2022-23,Fitchburg - Fitchburg High,00970505,     520,     203,     147,     101,      38,      31,  67.3,  32.7
0.0,1,a-curv-i3,2022-23,Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,       3,"","","","","","",""
14.12,5,a-curv-i3,2022-23,Foxborough - Foxborough High,00990505,     480,      35,     106,     148,     123,      68,  29.4,  70.6
10.040000000000001,5,a-curv-i3,2022-23,Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,     255,      58,      69,      76,      34,      18,  49.8,  50.2
15.52,5,a-curv-i3,2022-23,Framingham - Framingham High School,01000515,     924,      69,     138,     233,     272,     212,  22.4,  77.6
18.0,5,a-curv-i3,2022-23,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,      20,       0,       2,       8,       6,       4,  10.0,  90.0
14.959999999999999,5,a-curv-i3,2022-23,Franklin - Franklin High,01010505,"   1,157",      90,     201,     345,     297,     224,  25.2,  74.8
5.88,5,a-curv-i3,2022-23,Franklin County Regional Vocational Technical - Franklin County Technical,08180605,      51,      15,      21,      12,       3,       0,  70.6,  29.4
16.0,5,a-curv-i3,2022-23,Freetown-Lakeville - Apponequet Regional High,06650505,     365,      15,      58,     116,     116,      60,  20.0,  80.0
16.56,5,a-curv-i3,2022-23,Frontier - Frontier Regional,06700505,     157,       1,      26,      47,      38,      45,  17.2,  82.8
8.36,5,a-curv-i3,2022-23,Gardner - Gardner High,01030505,      67,      17,      22,      17,       6,       5,  58.2,  41.8
11.0,5,a-curv-i3,2022-23,Gateway - Gateway Regional High,06720505,      40,       6,      12,      11,       8,       3,  45.0,  55.0
17.18,5,a-curv-i3,2022-23,Georgetown - Georgetown High School,01050505,      99,       3,      11,      21,      39,      25,  14.1,  85.9
11.42,5,a-curv-i3,2022-23,Gill-Montague - Turners Fall High,06740505,      21,       2,       7,       1,       8,       3,  42.9,  57.1
0.0,1,a-curv-i3,2022-23,Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,       1,"","","","","","",""
10.559999999999999,5,a-curv-i3,2022-23,Gloucester - Gloucester High,01070505,     246,      58,      58,      63,      40,      27,  47.2,  52.8
15.440000000000001,5,a-curv-i3,2022-23,Grafton - Grafton High School,01100505,     337,      26,      51,      90,     122,      48,  22.8,  77.2
8.8,5,a-curv-i3,2022-23,Granby - Granby Jr Sr High School,01110505,      50,       9,      19,      12,       8,       2,  56.0,  44.0
14.540000000000001,5,a-curv-i3,2022-23,Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,      11,       2,       1,       2,       3,       3,  27.3,  72.7
6.659999999999999,5,a-curv-i3,2022-23,Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,     114,      32,      44,      29,       7,       2,  66.7,  33.3
7.359999999999999,5,a-curv-i3,2022-23,Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,     223,      62,      79,      56,      21,       5,  63.2,  36.8
7.12,5,a-curv-i3,2022-23,Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,     104,      35,      32,      20,      17,       0,  64.4,  35.6
11.879999999999999,5,a-curv-i3,2022-23,Greenfield - Greenfield High,01140505,      96,      14,      25,      35,      15,       7,  40.6,  59.4
14.86,5,a-curv-i3,2022-23,Groton-Dunstable - Groton Dunstable Regional,06730505,     335,      20,      66,      87,      84,      78,  25.7,  74.3
11.82,5,a-curv-i3,2022-23,Hadley - Hopkins Academy,01170505,      44,       6,      12,      12,       9,       5,  40.9,  59.1
16.740000000000002,5,a-curv-i3,2022-23,Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,     331,      17,      37,     107,      98,      72,  16.3,  83.7
10.84,5,a-curv-i3,2022-23,Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,     192,      44,      44,      46,      37,      21,  45.8,  54.2
0.0,1,a-curv-i3,2022-23,Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,       4,"","","","","","",""
15.1,5,a-curv-i3,2022-23,Hampden-Wilbraham - Minnechaug Regional High,06800505,     298,      24,      49,      85,      86,      54,  24.5,  75.5
15.040000000000001,5,a-curv-i3,2022-23,Hampshire - Hampshire Regional High,06830505,     157,       7,      32,      46,      49,      23,  24.8,  75.2
15.38,5,a-curv-i3,2022-23,Hanover - Hanover High,01220505,     428,      26,      73,     134,     139,      56,  23.1,  76.9
18.82,5,a-curv-i3,2022-23,Harvard - Bromfield,01250505,     237,       5,       9,      41,      77,     105,   5.9,  94.1
7.779999999999999,5,a-curv-i3,2022-23,Hatfield - Smith Academy,01270505,      18,       2,       9,       6,       1,       0,  61.1,  38.9
11.18,5,a-curv-i3,2022-23,Haverhill - Haverhill High,01280505,     406,      60,     119,     104,      81,      42,  44.1,  55.9
18.78,5,a-curv-i3,2022-23,Hingham - Hingham High,01310505,     588,       7,      29,     144,     184,     224,   6.1,  93.9
14.6,5,a-curv-i3,2022-23,Holbrook - Holbrook Middle High School,01330505,      37,       4,       6,       9,      14,       4,  27.0,  73.0
14.940000000000001,5,a-curv-i3,2022-23,Holliston - Holliston High,01360505,     423,      36,      71,     112,     118,      86,  25.3,  74.7
5.62,5,a-curv-i3,2022-23,Holyoke - Holyoke High,01370505,     196,      72,      69,      38,      14,       3,  71.9,  28.1
5.46,5,a-curv-i3,2022-23,Hoosac Valley Regional - Hoosac Valley High School,06030505,     121,      50,      38,      25,       8,       0,  72.7,  27.3
15.62,5,a-curv-i3,2022-23,Hopedale - Hopedale Jr Sr High,01380505,     192,      18,      24,      71,      53,      26,  21.9,  78.1
18.080000000000002,5,a-curv-i3,2022-23,Hopkinton - Hopkinton High,01390505,"   1,236",      26,      93,     227,     387,     503,   9.6,  90.4
10.18,5,a-curv-i3,2022-23,Hudson - Hudson High,01410505,     334,      67,      97,     102,      39,      29,  49.1,  50.9
14.64,5,a-curv-i3,2022-23,Hull - Hull High,01420505,     138,      11,      26,      36,      38,      27,  26.8,  73.2
2.2199999999999998,2.22,a-curv-i3,2022-23,Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,      18,      10,       6,       1,       1,       0,  88.9,  11.1
18.14,5,a-curv-i3,2022-23,Ipswich - Ipswich High,01440505,     302,       4,      24,      83,     111,      80,   9.3,  90.7
8.86,5,a-curv-i3,2022-23,KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,     246,      66,      71,      66,      32,      11,  55.7,  44.3
13.2,5,a-curv-i3,2022-23,King Philip - King Philip Regional High,06900505,     987,     145,     191,     260,     226,     165,  34.0,  66.0
5.32,5,a-curv-i3,2022-23,Lawrence - Lawrence High School,01490515,     925,     540,     139,     121,      74,      51,  73.4,  26.6
12.26,5,a-curv-i3,2022-23,Lee - Lee Middle/High School,01500505,      93,      14,      22,      40,      13,       4,  38.7,  61.3
15.0,5,a-curv-i3,2022-23,Leicester - Leicester High,01510505,     100,       6,      19,      42,      20,      13,  25.0,  75.0
8.74,5,a-curv-i3,2022-23,Lenox - Lenox Memorial High,01520505,     119,      34,      33,      23,      15,      14,  56.3,  43.7
11.7,5,a-curv-i3,2022-23,Leominster - Center For Technical Education Innovation,01530605,      41,       3,      14,       8,      13,       3,  41.5,  58.5
12.379999999999999,5,a-curv-i3,2022-23,Leominster - Leominster High School,01530505,     226,      34,      52,      61,      62,      17,  38.1,  61.9
18.28,5,a-curv-i3,2022-23,Lexington - Lexington High,01550505,"   2,555",      52,     169,     402,     744,"   1,188",   8.6,  91.4
4.4799999999999995,4.48,a-curv-i3,2022-23,Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,      76,      49,      10,      10,       6,       1,  77.6,  22.4
18.98,5,a-curv-i3,2022-23,Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,     530,      11,      16,      89,     161,     253,   5.1,  94.9
15.440000000000001,5,a-curv-i3,2022-23,Littleton - Littleton High School,01580505,     237,      22,      32,      56,      72,      55,  22.8,  77.2
18.16,5,a-curv-i3,2022-23,Longmeadow - Longmeadow High,01590505,     444,       6,      35,     121,     144,     138,   9.2,  90.8
9.2,5,a-curv-i3,2022-23,Lowell - Lowell High,01600505,     389,      99,     111,      95,      56,      28,  54.0,  46.0
13.080000000000002,5,a-curv-i3,2022-23,Ludlow - Ludlow Senior High,01610505,     315,      36,      73,      91,      74,      41,  34.6,  65.4
15.16,5,a-curv-i3,2022-23,Lunenburg - Lunenburg High,01620505,     165,       8,      32,      63,      43,      19,  24.2,  75.8
7.06,5,a-curv-i3,2022-23,Lynn - Classical High,01630505,     371,     144,      96,      81,      36,      14,  64.7,  35.3
7.1,5,a-curv-i3,2022-23,Lynn - Lynn English High,01630510,     287,     117,      68,      58,      29,      15,  64.5,  35.5
7.62,5,a-curv-i3,2022-23,Lynn - Lynn Vocational Technical Institute,01630605,      21,       7,       6,       5,       3,       0,  61.9,  38.1
14.459999999999999,5,a-curv-i3,2022-23,Lynnfield - Lynnfield High,01640505,     488,      52,      83,     148,     125,      80,  27.7,  72.3
17.46,5,a-curv-i3,2022-23,Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,     142,       7,      11,      24,      43,      57,  12.7,  87.3
12.02,5,a-curv-i3,2022-23,Malden - Malden High,01650505,     594,     101,     136,     159,     113,      85,  39.9,  60.1
16.44,5,a-curv-i3,2022-23,Manchester Essex Regional - Manchester Essex Regional High School,06980510,     349,      13,      49,     106,     105,      76,  17.8,  82.2
15.559999999999999,5,a-curv-i3,2022-23,Mansfield - Mansfield High,01670505,     553,      33,      90,     151,     176,     103,  22.2,  77.8
13.88,5,a-curv-i3,2022-23,Marblehead - Marblehead High,01680505,     677,      72,     135,     191,     177,     102,  30.6,  69.4
10.02,5,a-curv-i3,2022-23,Marlborough - Marlborough High,01700505,     359,      82,      97,      93,      51,      36,  49.9,  50.1
14.74,5,a-curv-i3,2022-23,Marshfield - Marshfield High,01710505,     520,      36,     101,     185,     119,      79,  26.3,  73.7
12.32,5,a-curv-i3,2022-23,Martha's Vineyard - Martha's Vineyard Regional High,07000505,     323,      53,      71,      84,      81,      34,  38.4,  61.6
17.48,5,a-curv-i3,2022-23,Masconomet - Masconomet Regional High School,07050505,     437,      14,      41,     117,     150,     115,  12.6,  87.4
10.66,5,a-curv-i3,2022-23,Mashpee - Mashpee Middle-High School,01720505,     246,      57,      58,      75,      46,      10,  46.7,  53.3
4.8,4.8,a-curv-i3,2022-23,Match Charter Public School (District) - Match Charter Public School,04690505,     304,     157,      74,      48,      20,       5,  76.0,  24.0
15.180000000000001,5,a-curv-i3,2022-23,Maynard - Maynard High,01740505,     158,      18,      20,      44,      43,      33,  24.1,  75.9
15.280000000000001,5,a-curv-i3,2022-23,Medfield - Medfield Senior High,01750505,     538,      46,      81,     155,     148,     108,  23.6,  76.4
15.36,5,a-curv-i3,2022-23,Medford - Medford High,01760505,     332,      34,      43,      98,      89,      68,  23.2,  76.8
13.14,5,a-curv-i3,2022-23,Medway - Medway High,01770505,     568,      66,     129,     147,     118,     108,  34.3,  65.7
12.4,5,a-curv-i3,2022-23,Melrose - Melrose High,01780505,     747,      94,     190,     190,     180,      93,  38.0,  62.0
15.280000000000001,5,a-curv-i3,2022-23,Mendon-Upton - Nipmuc Regional High,07100510,     368,      24,      63,      91,     103,      87,  23.6,  76.4
11.959999999999999,5,a-curv-i3,2022-23,Methuen - Methuen High,01810505,     570,      99,     130,     193,     111,      37,  40.2,  59.8
11.14,5,a-curv-i3,2022-23,Middleborough - Middleborough High,01820505,     253,      49,      63,      69,      49,      23,  44.3,  55.7
10.14,5,a-curv-i3,2022-23,Milford - Milford High,01850505,     458,     101,     125,     129,      75,      28,  49.3,  50.7
12.620000000000001,5,a-curv-i3,2022-23,Millbury - Millbury Junior/Senior High,01860505,     130,      18,      30,      46,      30,       6,  36.9,  63.1
12.98,5,a-curv-i3,2022-23,Millis - Millis High School,01870505,     194,      37,      31,      47,      43,      36,  35.1,  64.9
16.68,5,a-curv-i3,2022-23,Milton - Milton High,01890505,     819,      51,      85,     219,     294,     170,  16.6,  83.4
9.26,5,a-curv-i3,2022-23,Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,      67,      18,      18,      18,       6,       7,  53.7,  46.3
13.959999999999999,5,a-curv-i3,2022-23,Mohawk Trail - Mohawk Trail Regional School,07170505,      53,       0,      16,      18,      15,       4,  30.2,  69.8
