example_id                                                            | status  | run_time        |
./spec/controllers/legacy/districts_controller_spec.rb[1:6:1:3]       | passed  | 0.01825 seconds |
./spec/controllers/legacy/districts_controller_spec.rb[1:6:2:1]       | passed  | 0.01732 seconds |
./spec/controllers/legacy/districts_controller_spec.rb[1:6:2:2]       | passed  | 0.0176 seconds  |
./spec/controllers/legacy/districts_controller_spec.rb[1:7:1]         | passed  | 0.02021 seconds |
./spec/controllers/legacy/districts_controller_spec.rb[1:7:2]         | passed  | 0.01647 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:1:1]    | passed  | 0.09726 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:2:1]    | passed  | 0.01466 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:3:1]    | passed  | 0.00774 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:4:1]    | passed  | 0.01414 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:5:1:1]  | passed  | 0.02519 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:5:1:2]  | passed  | 0.02076 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:5:1:3]  | passed  | 0.03122 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:5:2:1]  | passed  | 0.01075 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:5:2:2]  | passed  | 0.01166 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:6:1:1]  | passed  | 0.01996 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:6:1:2]  | passed  | 0.02595 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:6:1:3]  | passed  | 0.05811 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:6:2:1]  | passed  | 0.01573 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:6:2:2]  | passed  | 0.0172 seconds  |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:7:1]    | passed  | 0.01829 seconds |
./spec/controllers/legacy/question_lists_controller_spec.rb[1:7:2]    | passed  | 0.01605 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:1:1]         | passed  | 0.10883 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:2:1]         | passed  | 0.08369 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:3:1]         | passed  | 0.0246 seconds  |
./spec/controllers/legacy/questions_controller_spec.rb[1:4:1]         | passed  | 0.03199 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:5:1:1]       | passed  | 0.05962 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:5:1:2]       | passed  | 0.03026 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:5:1:3]       | passed  | 0.03092 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:5:2:1]       | passed  | 0.01839 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:5:2:2]       | passed  | 0.01999 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:6:1:1]       | passed  | 0.03674 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:6:1:2]       | passed  | 0.03341 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:6:1:3]       | passed  | 0.05763 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:6:2:1]       | passed  | 0.03367 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:6:2:2]       | passed  | 0.03308 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:7:1]         | passed  | 0.03403 seconds |
./spec/controllers/legacy/questions_controller_spec.rb[1:7:2]         | passed  | 0.03244 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:1:1]   | passed  | 0.29173 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:2:1]   | passed  | 0.04501 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:3:1]   | passed  | 0.02995 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:4:1]   | passed  | 0.03528 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:5:1:1] | passed  | 0.04985 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:5:1:2] | passed  | 0.04159 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:5:1:3] | passed  | 0.03975 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:5:1:4] | passed  | 0.04318 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:5:2:1] | passed  | 0.03605 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:5:2:2] | passed  | 0.0352 seconds  |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:6:1:1] | passed  | 0.0631 seconds  |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:6:1:2] | passed  | 0.07067 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:6:1:3] | passed  | 0.04556 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:6:2:1] | passed  | 0.04369 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:6:2:2] | passed  | 0.04407 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:7:1]   | passed  | 0.04531 seconds |
./spec/controllers/legacy/recipient_lists_controller_spec.rb[1:7:2]   | passed  | 0.04001 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:1:1]        | passed  | 0.32567 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:2:1]        | passed  | 0.04301 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:3:1]        | passed  | 0.03444 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:4:1]        | passed  | 0.04185 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:5:1:1]      | passed  | 0.04871 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:5:1:2]      | passed  | 0.06162 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:5:1:3]      | passed  | 0.0442 seconds  |
./spec/controllers/legacy/recipients_controller_spec.rb[1:5:2:1]      | passed  | 0.03533 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:5:2:2]      | passed  | 0.03495 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:6:1:1]      | passed  | 0.04669 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:6:1:2]      | passed  | 0.05896 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:6:1:3]      | passed  | 0.04033 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:6:2:1]      | passed  | 0.048 seconds   |
./spec/controllers/legacy/recipients_controller_spec.rb[1:6:2:2]      | passed  | 0.04476 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:7:1]        | passed  | 0.07398 seconds |
./spec/controllers/legacy/recipients_controller_spec.rb[1:7:2]        | passed  | 0.04591 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:1:1]         | passed  | 0.49119 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:2:1]         | passed  | 0.07736 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:3:1]         | passed  | 0.12154 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:4:1:1]       | passed  | 0.16477 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:4:1:2]       | passed  | 0.12298 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:4:1:3]       | passed  | 0.12037 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:4:1:4]       | passed  | 0.11973 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:4:2:1]       | passed  | 0.0718 seconds  |
./spec/controllers/legacy/schedules_controller_spec.rb[1:4:2:2]       | passed  | 0.13644 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:5:1:1]       | passed  | 0.21525 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:5:1:2]       | passed  | 0.10749 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:5:1:3]       | passed  | 0.11157 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:5:2:1]       | passed  | 0.09416 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:5:2:2]       | passed  | 0.07398 seconds |
./spec/controllers/legacy/schedules_controller_spec.rb[1:6:1]         | passed  | 0.0905 seconds  |
./spec/controllers/legacy/schedules_controller_spec.rb[1:6:2]         | passed  | 0.0801 seconds  |
./spec/controllers/legacy/schools_controller_spec.rb[1:1:1]           | passed  | 0.33051 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:2:1]           | passed  | 0.04768 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:3:1]           | passed  | 0.05798 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:4:1]           | passed  | 0.05122 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:4:2]           | passed  | 0.04211 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:4:3]           | pending | 0.00002 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:5:1:1]         | passed  | 0.06168 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:5:1:2]         | passed  | 0.04871 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:5:1:3]         | passed  | 0.04507 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:5:2:1]         | passed  | 0.0388 seconds  |
./spec/controllers/legacy/schools_controller_spec.rb[1:5:2:2]         | passed  | 0.03663 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:6:1:1]         | passed  | 0.04828 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:6:1:2]         | passed  | 0.0486 seconds  |
./spec/controllers/legacy/schools_controller_spec.rb[1:6:1:3]         | passed  | 0.08031 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:6:2:1]         | passed  | 0.04437 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:6:2:2]         | passed  | 0.04206 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:7:1]           | passed  | 0.11243 seconds |
./spec/controllers/legacy/schools_controller_spec.rb[1:7:2]           | passed  | 0.05086 seconds |
./spec/controllers/legacy/welcome_controller_spec.rb[1:1:1]           | passed  | 0.01986 seconds |
./spec/controllers/overview_controller_spec.rb[1:1]                   | passed  | 0.10055 seconds |
./spec/lib/seeder_spec.rb[1:1:1]                                      | passed  | 0.05351 seconds |
./spec/lib/seeder_spec.rb[1:1:2:1]                                    | passed  | 0.03809 seconds |
./spec/lib/seeder_spec.rb[1:2:1]                                      | passed  | 0.14523 seconds |
./spec/lib/seeder_spec.rb[1:2:2:1]                                    | passed  | 0.15861 seconds |
./spec/lib/seeder_spec.rb[1:2:2:2]                                    | passed  | 0.08955 seconds |
./spec/lib/seeder_spec.rb[1:2:2:3]                                    | passed  | 0.08168 seconds |
./spec/lib/seeder_spec.rb[1:3:1]                                      | passed  | 0.0733 seconds  |
./spec/lib/seeder_spec.rb[1:3:2]                                      | passed  | 0.08079 seconds |
./spec/lib/seeder_spec.rb[1:4:1]                                      | passed  | 2.85 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:1]                                    | passed  | 1.99 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:2]                                    | passed  | 2.23 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:3]                                    | passed  | 2.25 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:4]                                    | passed  | 2.05 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:5]                                    | passed  | 2.13 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:6]                                    | passed  | 2.06 seconds    |
./spec/lib/seeder_spec.rb[1:4:2:7]                                    | passed  | 1.58 seconds    |
./spec/lib/tasks/survey_rake_spec.rb[1:1]                             | passed  | 0.26493 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:2:1]                           | passed  | 0.10586 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:2:2]                           | passed  | 0.07593 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:1:1]                         | pending | 0.00002 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:2:1]                         | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:3:1:1]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:3:2:1]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:3:2:2]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:3:3:1]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:3:3:2]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:1]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:2]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:3]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:4]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:5]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:6]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:7]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:1:8]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:2:1]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:4:2:2]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:5:1:1]                       | pending | 0.00001 seconds |
./spec/lib/tasks/survey_rake_spec.rb[1:3:5:1:2]                       | pending | 0 seconds       |
./spec/lib/tasks/survey_rake_spec.rb[1:3:6:1]                         | pending | 0 seconds       |
./spec/models/legacy/attempt_spec.rb[1:1:1]                           | pending | 0.00003 seconds |
./spec/models/legacy/attempt_spec.rb[1:1:2:1]                         | pending | 0.00001 seconds |
./spec/models/legacy/attempt_spec.rb[1:2:1]                           | passed  | 0.43946 seconds |
./spec/models/legacy/attempt_spec.rb[1:2:2]                           | passed  | 0.10147 seconds |
./spec/models/legacy/attempt_spec.rb[1:2:3]                           | passed  | 0.1209 seconds  |
./spec/models/legacy/attempt_spec.rb[1:2:4]                           | passed  | 0.14138 seconds |
./spec/models/legacy/attempt_spec.rb[1:3:1]                           | passed  | 0.12749 seconds |
./spec/models/legacy/attempt_spec.rb[1:3:2]                           | pending | 0.00002 seconds |
./spec/models/legacy/attempt_spec.rb[1:3:3]                           | passed  | 0.12261 seconds |
./spec/models/legacy/district_spec.rb[1:1:1]                          | passed  | 0.01677 seconds |
./spec/models/legacy/question_spec.rb[1:1:1]                          | passed  | 0.74353 seconds |
./spec/models/legacy/question_spec.rb[1:1:2]                          | passed  | 0.4049 seconds  |
./spec/models/legacy/question_spec.rb[1:1:3]                          | passed  | 0.35678 seconds |
./spec/models/legacy/question_spec.rb[1:1:4]                          | passed  | 0.48454 seconds |
./spec/models/legacy/recipient_list_spec.rb[1:1:1]                    | passed  | 0.0511 seconds  |
./spec/models/legacy/recipient_list_spec.rb[1:2:1]                    | passed  | 0.288 seconds   |
./spec/models/legacy/recipient_list_spec.rb[1:2:2]                    | passed  | 0.1431 seconds  |
./spec/models/legacy/recipient_schedule_spec.rb[1:1:1]                | pending | 0.00003 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:2:1]                | passed  | 0.39175 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:1:1]              | passed  | 0.16628 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:2:1]              | passed  | 0.23359 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:3:1]              | passed  | 0.17429 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:3:2]              | passed  | 0.14661 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:3:3]              | passed  | 0.13877 seconds |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:3:4]              | passed  | 0.1724 seconds  |
./spec/models/legacy/recipient_schedule_spec.rb[1:3:3:5]              | passed  | 0.15067 seconds |
./spec/models/legacy/recipient_spec.rb[1:1:1]                         | pending | 0.00003 seconds |
./spec/models/legacy/recipient_spec.rb[1:2:1]                         | passed  | 0.40859 seconds |
./spec/models/legacy/schedule_spec.rb[1:1:1]                          | passed  | 0.23411 seconds |
./spec/models/legacy/schedule_spec.rb[1:2]                            | passed  | 0.57053 seconds |
./spec/models/legacy/school_category_spec.rb[1:1:1]                   | pending | 0.00002 seconds |
./spec/models/legacy/school_category_spec.rb[1:2:1]                   | pending | 0.00001 seconds |
./spec/models/legacy/school_category_spec.rb[1:3:1]                   | pending | 0.00001 seconds |
./spec/models/legacy/student_spec.rb[1:1]                             | pending | 0.00001 seconds |
./spec/models/legacy/user_school_spec.rb[1:1]                         | pending | 0.00002 seconds |
./spec/models/measure_spec.rb[1:1:1]                                  | passed  | 0.088 seconds   |
./spec/models/measure_spec.rb[1:2:1]                                  | passed  | 0.04152 seconds |
./spec/models/measure_spec.rb[1:3:1]                                  | passed  | 0.03044 seconds |
./spec/models/measure_spec.rb[1:4:1]                                  | passed  | 0.04698 seconds |
./spec/models/measure_spec.rb[1:5:1]                                  | passed  | 0.04733 seconds |
./spec/models/measure_spec.rb[1:6:1]                                  | passed  | 0.07973 seconds |
./spec/models/measure_spec.rb[1:7:1]                                  | passed  | 0.25036 seconds |
./spec/models/response_rate_spec.rb[1:1:1:1]                          | passed  | 2.99 seconds    |
./spec/models/response_rate_spec.rb[1:2:1:1]                          | passed  | 1.16 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:1:1:1]                 | passed  | 0.52464 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:1:2]                 | passed  | 0.31953 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:1:3]                 | passed  | 0.30304 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:2:1]                 | passed  | 0.29469 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:3:1]                 | passed  | 0.28097 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:3:2]                 | passed  | 0.23354 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:4:1]                 | passed  | 0.18454 seconds |
./spec/models/survey_item_response_spec.rb[1:1:1:4:2]                 | passed  | 0.18677 seconds |
./spec/models/survey_item_response_spec.rb[1:1:2:1:1]                 | passed  | 2.11 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:1:2]                 | passed  | 1.76 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:1:3]                 | passed  | 1.94 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:2:1]                 | passed  | 1.68 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:3:1]                 | passed  | 1.64 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:3:2]                 | passed  | 1.17 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:4:1]                 | passed  | 1.32 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:2:4:2]                 | passed  | 1.53 seconds    |
./spec/models/survey_item_response_spec.rb[1:1:3:1:1]                 | passed  | 0.37365 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:1:2]                 | passed  | 0.50838 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:2:1]                 | passed  | 0.39344 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:2:2]                 | passed  | 0.56161 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:3:1]                 | passed  | 0.55155 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:3:2]                 | passed  | 0.56463 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:4:1]                 | passed  | 0.53337 seconds |
./spec/models/survey_item_response_spec.rb[1:1:3:4:2]                 | passed  | 0.54006 seconds |
./spec/models/survey_item_response_spec.rb[1:2:1]                     | passed  | 1.61 seconds    |
./spec/models/survey_item_response_spec.rb[1:3:1]                     | passed  | 1.06 seconds    |
./spec/presenters/category_presenter_spec.rb[1:1]                     | passed  | 0.05024 seconds |
./spec/presenters/category_presenter_spec.rb[1:2]                     | passed  | 0.06546 seconds |
./spec/presenters/category_presenter_spec.rb[1:3]                     | passed  | 0.02539 seconds |
./spec/presenters/category_presenter_spec.rb[1:4]                     | passed  | 0.02437 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:1]                        | passed  | 0.00306 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:2:1]                      | passed  | 0.00234 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:2:2]                      | passed  | 0.00199 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:2:3]                      | passed  | 0.00304 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:3:1]                      | passed  | 0.00232 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:3:2]                      | passed  | 0.00191 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:3:3]                      | passed  | 0.00216 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:4:1]                      | passed  | 0.0045 seconds  |
./spec/presenters/gauge_presenter_spec.rb[1:4:2]                      | passed  | 0.00229 seconds |
./spec/presenters/gauge_presenter_spec.rb[1:4:3]                      | passed  | 0.00225 seconds |
