Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,district_code,school_code,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,#N/A,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,#N/A,#N/A,s-cure-q3,s-cure-q4,#N/A,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,#N/A,#N/A,s-grmi-q4,s-appa-q1,s-appa-q2,#N/A,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,#N/A,#N/A,s-vale-q4,#N/A,s-acst-q2,s-acst-q3,#N/A,#N/A,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-03-31 11:05:31,2021-03-31 11:35:52,0,73.119.135.223,100,1821,1,2021-03-31 11:35:53,R_3EYiAD4eGX3fW7b,,,,,42.71170044,-71.16629791,anonymous,EN,3,2,5,1,111,279242,5,1,,2,2,1,3,2,4,4,3,4,5,5,5,5,5,4,4,2,3,5,3,4,3,5,2,3,3,3,4,1,4,3,1,4,4,,,,,,,,,,,,2,2,4,1,3,3,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,EN,,,,
2021-03-31 11:05:20,2021-03-31 11:35:55,0,73.100.161.146,100,1835,1,2021-03-31 11:35:56,R_2q35b0b1VLQXztn,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,3,15,111,8917,5,1,,,,,,,,,,2,2,3,5,,,,,,,,2,4,3,2,,,,,,,,,5,3,4,5,3,4,4,4,5,5,4,4,5,4,3,2,4,1,5,3,5,4,2,3,2,2,2,3,4,3,4,3,4,3,5,4,,,,,,,,,,,,,,,,1,,6,,EN,,,,
2021-03-31 11:05:00,2021-03-31 11:36:06,0,73.119.183.200,100,1866,1,2021-03-31 11:36:07,R_2rDzK8iHOqWYamu,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,5,3,111,9090,5,1,,,,,,,,,,,,,,4,4,4,4,5,5,4,,,,,4,5,4,5,,,,,,,,5,5,5,4,4,5,5,5,4,5,5,3,1,5,1,5,5,5,5,2,3,2,4,4,4,5,4,5,5,3,4,5,4,,,,,,,,,,,,,,,,1,,5,,EN,,,,
2021-03-31 11:05:54,2021-03-31 11:36:18,0,24.61.206.13,100,1823,1,2021-03-31 11:36:19,R_qUFPenobD1Zguzf,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,1,25,111,12510,5,1,,,,,,,,,,5,4,3,4,,,,,,,,1,4,2,3,,,,,,,,,2,2,2,5,4,5,2,4,5,4,4,4,5,5,4,1,4,2,4,4,4,4,2,2,4,3,3,3,4,3,4,1,3,3,4,3,,,,,,,,,,,,,,,,2,,2,,EN,,,,
2021-03-31 11:05:20,2021-03-31 11:38:24,0,24.147.197.223,100,1983,1,2021-03-31 11:38:24,R_Bx2VlnP1TvUwKR3,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,7,12,110,71209,5,1,,1,1,1,2,2,4,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,4,3,3,4,4,4,4,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"4,5",,EN,,,,
2021-03-31 11:14:38,2021-03-31 11:39:00,0,24.147.194.178,100,1461,1,2021-03-31 11:39:01,R_0814DhnztwtCJup,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,12,21,110,6974,5,1,,1,1,1,5,4,5,5,5,5,1,3,5,5,4,5,5,5,4,2,5,4,5,5,4,5,5,5,2,5,5,3,5,1,5,5,5,5,5,5,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,dominican or english,EN,,,,
2021-03-31 11:05:23,2021-03-31 11:40:54,0,73.100.184.79,100,2131,1,2021-03-31 11:40:55,R_55SJdtrNqjHd3mF,,,,,42.64810181,-71.33429718,anonymous,EN,3,2,9,28,110,7136,5,1,,2,1,1,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,4,4,3,3,,,,4,4,4,4,3,4,4,4,4,3,3,1,1,5,1,5,4,3,4,3,5,5,3,4,4,5,4,5,4,4,3,3,4,,,,,,,,,,,,,,,,1,,2,,EN,,,,
2021-03-31 11:07:18,2021-03-31 11:41:04,0,73.119.177.120,100,2026,1,2021-03-31 11:41:05,R_3P61HInIxjZ2whe,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,5,3,111,1070,5,1,,,,,,,,,,4,5,4,5,,,,,,,,3,3,4,3,,,,,,,,,4,3,3,4,3,5,3,4,4,4,4,3,4,3,2,1,4,2,4,4,4,4,3,3,2,4,5,2,4,2,3,1,3,3,3,3,,,,,,,,,,,,,,,,1,,2,,EN,,,,
2021-03-31 12:13:34,2021-03-31 12:21:01,0,73.149.116.238,100,446,1,2021-03-31 12:21:01,R_wTxEDBHK09LEZEZ,,,,,42.67640686,-71.31710052,anonymous,EN,3,2,9,14,107,4742,8,1,,4,4,4,,,,,,,,,,3,4,3,3,3,2,2,1,2,1,3,3,3,4,4,4,4,4,5,5,4,1,,,,,,,,,,,,1,4,4,2,3,2,5,3,4,5,4,,,,,,,,,,,,3,4,5,4,4,5,5,3,4,,,,,,,1,,4,,EN,,,Social Studies teacher,
2021-03-31 12:13:49,2021-03-31 12:21:53,0,71.232.125.238,100,484,1,2021-03-31 12:21:54,R_sLSPjd0p5TeC3o5,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,8,3,108,267828,8,1,,,,,,,,,,,,,,1,2,3,3,1,2,2,,,,,5,2,3,3,,,,,,,,,,,,,,1,1,1,3,1,3,3,2,2,1,1,1,3,4,5,5,1,4,2,3,1,2,1,2,2,1,3,,,,,,,,,,4,4,5,3,2,3,4,,4,,EN,,Science teacher,,
2021-03-31 12:13:32,2021-03-31 12:25:42,0,67.186.188.89,100,730,1,2021-03-31 12:25:43,R_3RpYyLfrrVS9KNP,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,1,6,107,109,8,1,,4,4,3,,,,,,,,,,3,4,3,4,2,2,3,4,4,2,3,2,3,2,1,2,2,3,3,3,4,2,,,,,,,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,2,3,4,4,4,5,4,3,4,3,3,2,2,2,3,1,,,,EN,,,Social Studies teacher,
2021-03-31 12:13:51,2021-03-31 12:30:58,0,71.233.4.99,100,1026,1,2021-03-31 12:30:59,R_1jdBdteg2StBX2g,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,5,15,108,6330,8,1,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,4,3,1,,,,,,,4,3,4,4,4,4,3,4,2,4,3,3,4,3,3,3,2,5,4,4,4,5,2,4,3,3,4,,,,,,4,4,3,4,4,4,4,4,4,5,2,,4,,EN,,,,English teacher
2021-03-31 12:20:24,2021-03-31 12:32:36,0,73.47.173.111,100,731,1,2021-03-31 12:32:36,R_3Gp8ORUO77jtJsr,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,3,15,108,9756,8,1,,,,,,,,,,,,,,3,3,4,4,2,2,3,,,,,3,3,4,4,,,,,,,,,,,,,,4,4,3,4,4,1,2,4,1,4,2,2,3,2,3,2,4,4,2,2,4,3,2,3,2,2,4,,,,,,,,,,4,5,4,4,3,5,2,,2,,EN,,,,English teacher
2021-03-31 12:16:57,2021-03-31 12:33:03,0,73.100.205.138,100,965,1,2021-03-31 12:33:04,R_dp19tjfpgYfmNCV,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,5,25,108,4944,8,1,,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,4,,,,,,,,,,3,3,2,3,2,3,3,3,2,,3,3,3,3,3,3,3,2,3,3,2,3,3,4,1,4,4,4,2,4,3,4,,,,,4,5,4,4,4,4,1,,2,,EN,Math teacher,,,
2021-03-31 12:14:53,2021-03-31 12:34:15,0,24.2.162.47,100,1161,1,2021-03-31 12:34:16,R_2aJLIVPF9pFse3y,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,10,30,108,287059,8,1,,3,2,2,,,,,,,,,,2,3,3,1,3,3,2,3,4,2,3,4,4,5,5,3,4,3,2,4,3,2,,,,,,,,,,,,2,2,5,1,4,4,3,5,2,2,2,,,,,,,,,,,,4,2,4,4,4,4,5,5,4,,,,,,,1,,3,,EN,Math teacher,,,
2021-03-31 12:19:57,2021-03-31 12:35:16,0,73.100.160.173,100,918,1,2021-03-31 12:35:16,R_3kd0om2npp9zibN,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,12,5,107,,8,3,,2,2,2,,,,,,,,,,3,4,2,2,1,2,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,,,,,,,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,4,3,3,3,4,4,4,4,3,4,4,2,,2,,EN,,Science teacher,,
2021-03-31 12:18:18,2021-03-31 12:36:49,0,73.114.65.128,100,1110,1,2021-03-31 12:36:50,R_2SkqZmvjIaYYgrn,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,20,108,8044,8,1,,2,3,2,,,,,,,,,,3,,3,4,4,2,3,2,3,3,3,4,3,2,,4,3,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,3,3,4,3,3,2,3,3,4,3,3,3,4,,,,,,,2,,"3,5",,EN,,Science teacher,,
2021-03-31 12:16:12,2021-03-31 12:42:59,0,73.100.184.118,100,1606,1,2021-03-31 12:43:00,R_28MnlgL8EKIQULC,,,,,42.64810181,-71.33429718,anonymous,EN,3,2,11,24,106,282964,8,1,,2,2,1,,,,,,,,,,3,2,3,2,3,3,3,2,3,3,2,1,2,1,1,2,3,2,2,2,1,2,,,,,,,,,,,,1,2,3,1,4,3,2,3,2,2,2,,,,,,,,,,,,2,2,,2,4,4,2,4,3,,,,,,,1,,"2,7",,EN,,Science teacher,,
2021-03-31 12:37:45,2021-03-31 12:49:29,0,73.100.205.138,100,703,1,2021-03-31 12:49:30,R_1IgUSJ40nrlTsms,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,12,27,107,5223,8,1,,3,1,2,,,,,,,,,,1,3,5,5,3,4,1,1,3,1,3,3,3,3,3,4,4,2,3,1,3,3,,,,,,,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,4,5,4,3,5,4,5,5,4,3,5,2,,"2,4",,EN,,,Social Studies teacher,
2021-03-31 12:20:36,2021-03-31 12:51:00,0,24.62.138.155,100,1824,1,2021-03-31 12:51:01,R_2sc25nDH8GuWIfl,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,12,29,107,9485,8,1,,3,3,3,,,,,,,,,,2,3,3,3,1,3,2,4,4,4,4,,4,3,4,1,1,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,,2,,5,,EN,Math teacher,,,
2021-03-31 12:14:08,2021-03-31 14:50:48,0,73.100.164.23,100,9400,1,2021-03-31 14:50:49,R_2Vyc6H6ozveQraG,,,,,42.63510132,-71.30139923,anonymous,EN,3,2,1,3,108,270003,8,1,,,,,,,,,,,,,,4,4,5,4,3,3,4,,,,,4,4,4,3,,,,,,,,,,,,,,4,3,3,3,4,2,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,5,3,3,4,4,,,,,,,,,,4,5,5,4,3,5,1,,5,,EN,,,,English teacher
2021-04-01 8:14:02,2021-04-01 8:56:45,0,98.216.164.45,100,2562,1,2021-04-01 8:56:46,R_zfg3AlG94V1or9D,,,,,42.64810181,-71.33429718,anonymous,EN,3,2,7,10,110,6639,6,1,,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,,,,,,,,,,3,3,3,3,2,3,3,4,1,4,2,4,4,4,5,5,1,2,4,4,2,4,1,3,4,3,,4,4,3,5,2,,,,,3,3,3,3,2,3,1,,3,,EN,,Science teacher,,
2021-04-01 8:54:27,2021-04-01 8:56:54,0,216.234.138.153,100,146,1,2021-04-01 8:56:54,R_3GrC6FKTM4gKus8,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,10,28,108,292281,6,3,,4,1,3,,,,,,,,,,,,,2,,,3,,2,,,,3,,,,2,1,,5,2,3,,,,,,,,,,,,,,,,,,,,,,,2,,4,5,3,3,2,1,,,,,,,,1,5,,,5,,,,,,,2,,1,,EN,,,Social Studies teacher,
2021-04-01 8:46:29,2021-04-01 8:56:55,0,216.234.138.153,100,625,1,2021-04-01 8:56:55,R_3h0I6YUOvd7EABY,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,28,110,273097,6,4,im in school but remote ,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,,,,,4,4,5,,,,,,,3,3,2,2,,4,3,5,1,4,3,4,4,2,1,4,5,3,3,4,4,3,5,3,4,3,4,,,,,,5,4,3,5,4,4,4,4,5,5,1,,4,,EN,,,,English teacher
2021-04-01 8:44:33,2021-04-01 8:58:08,0,73.126.110.159,100,815,1,2021-04-01 8:58:09,R_3piplneJ3OYTMSK,,,,,42.57629395,-71.98829651,anonymous,EN,3,2,10,26,109,6659,6,1,,,,,,,,,,,,,,2,3,,3,2,1,1,,,,,1,2,1,3,,,,,,,,,,,,,,3,3,3,2,2,1,2,3,1,4,2,1,2,3,2,2,2,5,3,2,2,2,4,4,2,2,2,,,,,,,,,,4,3,4,3,3,4,2,,,,EN,,,,English teacher
2021-04-01 8:48:00,2021-04-01 8:58:52,0,216.234.138.153,100,652,1,2021-04-01 8:58:53,R_2QEt0PpVroqpaln,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,4,15,110,283194,6,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,,,,,,,,,,4,4,4,4,3,2,3,4,1,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,5,4,5,5,5,,,,,4,4,5,4,3,5,1,,3,,EN,Math teacher,,,
2021-04-01 8:37:16,2021-04-01 9:00:05,0,73.142.12.86,100,1368,1,2021-04-01 9:00:05,R_3qleJgeMGQVfgaB,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,9,5,109,4765,6,1,,2,1,1,,,,,,,,,,2,3,4,4,3,3,2,4,4,4,4,5,4,4,4,3,5,4,4,3,3,3,,,,,,,,,,,,1,1,4,1,5,2,4,5,3,4,4,,,,,,,,,,,,5,3,4,5,4,5,4,5,5,,,,,,,1,,5,,EN,,Science teacher,,
2021-04-01 8:52:09,2021-04-01 9:00:11,0,66.31.216.179,100,481,1,2021-04-01 9:00:12,R_2zC172Q46al9FmZ,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,12,24,109,274688,6,1,,3,2,4,,,,,,,,,,4,3,4,4,3,3,4,4,5,4,5,5,4,5,5,4,3,3,4,3,3,4,,,,,,,,,,,,4,3,3,4,4,3,3,3,3,5,5,,,,,,,,,,,,5,4,4,4,4,5,5,2,5,,,,,,,1,,2,,EN,Math teacher,,,
