Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Location Latitude,Location Longitude,Distribution Channel,User Language,District,DESE ID,"Please select the month, day and year of your birthday. - Month","Please select the month, day and year of your birthday. - Day","Please select the month, day and year of your birthday. - Year",Please enter your Locally Assigned Student ID Number (LASID).,Race,,Grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,"When I am completing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I feel:","When I am doing a project, I feel:","When I am completing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I am:","When I am doing a project, I feel:","When I am doing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I feel that the assignment is:","When I am doing a project, I feel that the assignment is:","When I am doing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I have","When I am doing a project, I have:","When I am doing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I have","When I am doing a project, I have:","If given the choice between a multiple choice test or a project in the following class, I would choose: - English","If given the choice between a multiple choice test or a project in the following class, I would choose: - History/Social Studies","If given the choice between a multiple choice test or a project in the following class, I would choose: - Math","If given the choice between a multiple choice test or a project in the following class, I would choose: - Science","If given the choice between a multiple choice test or a project in the following class, I would choose: - World Languages","If given the choice between a multiple choice test or a project in the following class, I would choose: - Art/Music","If given the choice between a multiple choice test or a project in the following class, I would choose: - PE/Health",What is your gender? - Selected Choice,What is your race/ethnicity?(Please select all that apply) - Selected Choice,What is your race/ethnicity?(Please select all that apply) - Prefer to self-describe - Text,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
4/4/2022 12:49,4/4/2022 13:00,0,96.252.99.186,100,627,1,2022-04-04T13:0:0,R_2Eslf7svdDSrN3v,42.45320129,-71.14279938,anonymous,EN,6,3440505,6,17,108,10021,"AfricanAmerican, Asian",,9,3,3,5,2,2,2,1,2,2,5,5,4,5,5,5,5,3,3,1,5,5,3,5,5,5,4,3,5,5,5,5,1,2,3,,,,,,5,5,5,5,5,3,2,3,3,2,2,,,,,,,,,,,,,,,,,,4,3,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,2,3,,EN,Math teacher,,,
4/5/2022 9:46,4/5/2022 10:00,0,96.252.99.186,100,851,1,2022-04-05T10:0:0,R_24NToneNTNgdZXM,42.4532,-71.1428,anonymous,EN,6,3440505,4,28,107,12630,"AfricanAmerican, Asian, Caucasian",,10,,,,,,,,,1,2,1,2,,,,,,,,5,5,5,5,,,,,,,,,2,4,4,3,3,2,3,2,5,5,4,5,4,1,2,3,2,1,1,2,4,3,4,2,3,1,2,2,3,2,1,3,3,1,1,2,2,2,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,"3,4,5",,EN,,Science teacher,,
4/4/2022 11:42,4/4/2022 12:00,0,96.252.99.186,100,1060,1,2022-04-04T12:0:0,R_21al5ks2WF6NaUu,42.45320129,-71.14279938,anonymous,EN,6,3440505,10,7,104,12767,"AfricanAmerican, Caucasian",,12,5,3,5,5,2,5,5,5,5,5,3,5,4,4,5,3,5,5,4,5,4,3,5,5,3,3,3,4,5,4,5,3,4,3,4,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,1,1,3,2,4,3,2,2,4,4,2,4,1,1,4,4,2,3,3,,EN,,,,English teacher
4/4/2022 12:49,4/4/2022 13:09,0,96.252.99.186,100,1234,1,2022-04-04T13:9:0,R_1nN5ehxXDkvYn17,42.45320129,-71.14279938,anonymous,EN,6,3440505,1,23,107,11544,"AfricanAmerican, Caucasian",,9,3,3,3,2,2,3,2,3,3,4,1,2,1,3,4,2,2,4,3,5,4,3,4,2,2,4,3,3,5,4,3,3,2,1,,,,,,,,,,,,,,,,,4,3,4,4,4,4,3,3,3,3,4,,,,,,,3,3,2,4,1,1,2,2,2,3,2,2,2,2,4,2,2,2,7,,EN,Math teacher,,,
4/4/2022 12:49,4/4/2022 13:07,0,96.252.99.186,100,1112,1,2022-04-04T13:7:0,R_31hJ9U8XWLaAOdR,42.45320129,-71.14279938,anonymous,EN,6,3440505,7,15,108,5001502,"AfricanAmerican,Caucasian",,9,,,,,,,,,,,,,3,3,2,3,3,2,3,,,,,3,4,5,4,,,,,,,,3,4,4,4,2,5,5,4,3,5,2,3,4,2,1,1,2,4,3,4,2,4,1,3,3,4,2,2,2,3,1,1,2,4,3,4,4,2,3,1,3,1,4,2,2,1,3,2,4,4,1,"3,5",,EN,,,Social Studies teacher,
4/4/2022 11:37,4/4/2022 12:02,0,96.252.99.186,100,1504,1,2022-04-04T12:2:0,R_32XQWnE9kkDhvAr,42.45320129,-71.14279938,anonymous,EN,6,3440505,10,6,107,6001850,"AfricanAmerican,Caucasian",,9,,,,,,,,,,,,,3,3,2,4,2,3,1,,,,,3,2,4,3,,,,,,,,2,2,2,3,1,3,5,4,5,3,2,3,3,2,2,2,2,4,2,3,2,3,3,3,2,2,2,4,4,4,5,4,4,3,4,3,3,2,1,1,3,3,4,1,2,1,1,4,3,3,3,"1,3,5",,EN,Math teacher,,,
4/4/2022 11:39,4/4/2022 11:44,0,96.252.99.186,100,300,1,2022-04-04T11:44:0,R_1mElKqSi8sD7i99,42.45320129,-71.14279938,anonymous,EN,6,3440505,10,1,107,6002344,Asian,,10,4,3,4,4,3,3,3,4,4,4,4,4,3,2,2,2,2,3,2,4,3,4,4,5,3,4,4,3,3,3,3,5,4,4,,,,,,4,4,4,4,4,3,4,4,2,1,3,,,,,,,,,,,,,,,,,,4,2,2,4,2,4,1,4,1,4,2,2,1,2,2,2,2,3,2,,EN,Math teacher,,,
4/5/2022 13:57,4/5/2022 14:03,0,96.252.99.186,100,344,1,2022-04-05T14:3:0,R_3PhvCpVEqFeOPQH,42.4532,-71.1428,anonymous,EN,6,3440505,9,9,106,7001730,Asian,,11,,,,,,,,,,,,,3,4,2,3,3,4,4,,,,,4,3,3,4,,,,,,,,3,3,1,3,3,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,3,2,2,3,3,4,5,4,2,2,5,1,4,5,1,1,1,3,4,5,1,1,1,1,1,3,3,2,2,,EN,,Science teacher,,
4/5/2022 13:57,4/5/2022 14:04,0,96.252.99.186,100,390,1,2022-04-05T14:4:0,R_1JPE3SNZjNVRh0t,42.4532,-71.1428,anonymous,EN,6,3440505,12,18,105,7002052,Asian,,11,,,,,,,,,,,,,3,4,4,4,3,3,3,,,,,3,4,3,3,,,,,,,,4,5,4,4,3,5,5,5,5,5,4,4,4,3,2,4,5,5,3,4,3,4,2,3,4,5,4,5,5,5,5,5,5,3,2,2,2,2,2,2,3,3,3,2,1,1,2,1,2,2,2,2,,EN,,,Social Studies teacher,
4/4/2022 11:40,4/4/2022 11:46,0,96.252.99.186,100,394,1,2022-04-04T11:46:0,R_2QF1UnoUICwpPJu,42.45320129,-71.14279938,anonymous,EN,6,3440505,11,7,105,11743,Asian,,11,3,4,4,4,1,1,2,2,,,,,,,,,,,,,,,,,,,,3,4,2,3,,,,2,2,2,2,3,3,5,3,5,4,3,2,2,1,2,1,1,3,2,3,3,4,4,1,3,1,2,3,3,3,2,2,3,5,4,3,4,1,1,1,3,2,4,2,1,1,2,1,2,2,2,2,,EN,Math teacher,,,
4/4/2022 11:42,4/4/2022 11:48,0,96.252.99.186,100,394,1,2022-04-04T11:48:0,R_1DvBjmH2NYkcANg,42.45320129,-71.14279938,anonymous,EN,6,3440505,12,23,108,10434,Asian,,9,5,4,4,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,2,3,4,2,,,,3,3,2,4,1,4,5,4,5,5,3,2,4,2,1,1,4,1,2,2,2,3,3,3,2,2,4,4,2,4,3,2,2,4,3,4,5,2,1,1,3,2,4,1,2,1,1,2,1,1,1,2,,EN,Math teacher,,,
4/4/2022 14:14,4/4/2022 14:21,0,96.252.99.186,100,412,1,2022-04-04T14:21:0,R_a4z3tzeDbnLfamt,42.45320129,-71.14279938,anonymous,EN,6,3440505,3,5,105,5001108,Asian,,12,,,,,,,,,,,,,2,4,3,3,3,3,3,,,,,4,3,4,4,,,,,,,,4,5,4,5,4,5,4,5,5,5,3,4,3,2,2,2,5,5,5,5,5,4,2,4,3,4,4,5,3,5,3,3,4,3,2,5,5,3,2,1,4,2,4,1,1,1,1,1,4,1,2,2,,EN,Math teacher,,,
4/5/2022 13:31,4/5/2022 13:39,0,102.129.153.188,100,423,1,2022-04-05T13:39:0,R_oXiOKn5KMIjuy0F,25.7689,-80.1946,anonymous,EN,6,3440505,7,31,105,6002341,Asian,,12,4,4,5,4,4,4,4,4,3,4,4,4,3,5,5,4,3,4,3,4,5,5,5,5,4,4,4,4,4,4,5,5,5,4,,,,,,,,,,,,,,,,,4,2,2,5,1,5,5,3,4,4,3,,,,,,,3,2,4,5,1,5,1,4,2,5,2,2,1,3,4,2,2,2,2,,EN,,,Social Studies teacher,
4/5/2022 9:51,4/5/2022 9:58,0,96.252.99.186,100,429,1,2022-04-05T9:58:0,R_1DZOgOxaSaD45Ss,42.4532,-71.1428,anonymous,EN,6,3440505,10,7,107,6002277,Asian,,9,,,,,,,,,4,4,5,4,,,,,,,,2,3,3,3,,,,,,,,,4,2,3,4,4,3,4,3,5,5,4,4,4,4,4,5,3,2,2,4,4,4,4,2,4,3,3,2,4,3,4,4,4,4,3,4,3,3,4,3,2,3,2,3,2,3,1,1,2,2,1,2,1,2,2,,EN,Math teacher,,,
4/5/2022 9:50,4/5/2022 9:58,0,96.252.99.186,100,447,1,2022-04-05T9:58:0,R_3MFoXN4h02CPnPC,42.4532,-71.1428,anonymous,EN,6,3440505,10,24,108,12653,Asian,,9,,,,,,,,,4,4,5,4,,,,,,,,3,4,3,4,,,,,,,,,4,4,2,2,3,2,3,1,4,5,4,4,2,2,1,2,3,2,2,1,2,4,4,3,4,3,3,1,2,4,4,4,4,4,3,4,3,2,2,3,1,2,1,4,2,4,2,2,2,2,1,2,1,1,2,,EN,Math teacher,,,
4/4/2022 11:37,4/4/2022 11:45,0,96.252.99.186,100,455,1,2022-04-04T11:45:0,R_2PoQ1nT5GgUa5LK,42.45320129,-71.14279938,anonymous,EN,6,3440505,7,12,106,11280,Asian,,11,3,4,5,3,4,3,3,4,4,4,4,4,2,1,3,4,3,3,3,4,5,4,5,2,4,4,4,4,4,4,4,2,3,3,,,,,,,,,,,,,,,,,3,2,5,4,4,5,5,3,3,3,3,,,,,,,3,3,4,3,2,2,3,3,3,3,2,2,2,2,2,2,2,1,2,,EN,Math teacher,,,
4/4/2022 8:40,4/4/2022 8:48,0,96.252.99.186,100,460,1,2022-04-04T8:48:0,R_33BdSFf1NcZ6lOg,42.45320129,-71.14279938,anonymous,EN,6,3440505,10,4,105,7001973,Asian,,12,3,3,3,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,5,4,4,4,4,5,4,4,4,5,4,4,5,2,2,2,4,4,3,4,3,3,4,2,3,3,4,5,4,4,3,5,5,3,2,5,4,2,2,1,4,3,3,2,1,2,1,1,4,4,2,2,,EN,,,Social Studies teacher,
4/4/2022 9:10,4/4/2022 9:17,0,96.252.99.186,100,460,1,2022-04-04T9:17:0,R_9AnjamZFuPlRvUt,42.45320129,-71.14279938,anonymous,EN,6,3440505,3,2,101,11041,Asian,,11,4,4,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,1,3,2,4,1,5,5,5,5,4,3,3,3,2,2,2,1,2,3,3,2,3,1,1,1,1,3,5,3,4,3,3,4,4,4,3,3,1,2,1,3,1,3,1,1,1,2,2,4,1,2,2,,EN,,,Social Studies teacher,
4/4/2022 11:39,4/4/2022 11:47,0,96.252.99.186,100,470,1,2022-04-04T11:47:0,R_3Rn2WRHDdkzVdcV,42.45320129,-71.14279938,anonymous,EN,6,3440505,1,31,107,11108,Asian,,10,4,4,4,3,1,3,2,4,4,3,3,4,3,4,3,3,1,2,2,4,5,4,5,4,3,3,2,4,4,3,4,2,4,2,4,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,2,4,4,3,3,3,3,4,3,4,1,2,1,1,1,2,3,1,2,,EN,,Science teacher,,
4/4/2022 8:41,4/4/2022 8:49,0,37.19.221.201,100,487,1,2022-04-04T8:49:0,R_xA8wxmSXURETYAx,29.76460266,-95.36569977,anonymous,EN,6,3440505,5,14,105,8000729,Asian,,12,3,3,5,4,3,4,1,4,4,5,5,4,2,2,2,2,3,3,1,4,4,4,4,4,3,3,4,4,2,3,3,2,5,1,,,,,,4,5,4,5,4,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,2,2,3,3,1,2,1,3,2,3,1,1,1,1,1,2,1,2,2,,EN,,,,English teacher
4/4/2022 14:11,4/4/2022 14:19,0,70.39.108.246,100,508,1,2022-04-04T14:19:0,R_3lK1vNGlTPXS3rI,37.75100708,-97.8219986,anonymous,EN,6,3440505,2,8,105,2001759,Asian,,12,3,3,3,3,1,2,1,2,3,3,3,3,3,4,4,3,3,4,2,4,4,4,4,5,4,4,4,4,3,4,4,3,3,3,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,3,5,2,2,4,3,3,3,3,3,3,1,2,2,1,1,2,4,2,2,,EN,Math teacher,,,
4/5/2022 13:57,4/5/2022 14:06,0,96.252.99.186,100,516,1,2022-04-05T14:6:0,R_3CQuQCYbRbbD14x,42.4532,-71.1428,anonymous,EN,6,3440505,2,1,106,11545,Asian,,11,3,3,3,5,4,5,4,5,,,,,,,,,,,,,,,,,,,,3,4,4,3,,,,4,4,4,3,4,5,5,4,5,5,4,4,4,2,2,1,4,4,4,4,3,5,3,3,3,3,4,5,5,5,5,5,5,4,3,4,4,2,2,,4,3,4,1,1,2,2,1,2,2,2,2,,EN,,,,English teacher
4/4/2022 8:40,4/4/2022 8:49,0,96.252.99.186,100,525,1,2022-04-04T8:49:0,R_2wQvYA5VeOJIK4l,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,18,105,6001320,Asian,,12,,,,,,,,,3,3,5,4,,,,,,,,3,4,3,4,,,,,,,,,4,5,5,4,5,4,5,3,5,5,4,5,4,4,3,4,3,2,2,3,3,4,4,3,4,1,3,4,3,4,4,4,4,3,4,4,3,2,4,4,3,4,1,4,1,5,2,2,1,2,2,2,2,1,2,,EN,Math teacher,,,
4/4/2022 11:40,4/4/2022 11:49,0,96.252.99.186,100,525,1,2022-04-04T11:49:0,R_1IL3NulWHGAd4ag,42.45320129,-71.14279938,anonymous,EN,6,3440505,9,17,105,5001239,Asian,,11,,,,,,,,,1,1,1,1,,,,,,,,5,5,5,5,,,,,,,,,1,1,1,2,4,3,1,1,3,3,3,4,5,1,1,5,1,1,1,1,1,5,5,5,5,1,1,5,3,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,EN,,,,English teacher
4/5/2022 9:50,4/5/2022 9:59,0,96.252.99.186,100,526,0,2022-04-06T9:59:0,R_2uakTO8odAY4KGJ,,,anonymous,EN,6,3440505,2,17,104,11814,Asian,,12,5,5,5,3,3,3,3,3,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,2,3,3,3,2,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,3,4,2,3,2,2,3,3,3,3,3,3,,,,,,,,,,,EN,,,,英語老師
4/4/2022 11:39,4/4/2022 11:48,0,96.252.99.186,100,543,1,2022-04-04T11:48:0,R_3Rkkhoy3EjWi25j,42.45320129,-71.14279938,anonymous,EN,6,3440505,7,5,107,11139,Asian,,10,,,,,,,,,,,,,3,4,4,4,3,3,2,,,,,3,3,5,4,,,,,,,,4,4,3,5,3,5,5,5,5,5,4,4,4,3,2,2,4,5,4,4,3,4,5,3,3,3,4,3,4,5,4,3,4,3,2,4,4,2,3,1,3,3,4,2,2,1,1,2,3,3,2,2,,EN,,,,English teacher
4/4/2022 8:40,4/4/2022 8:49,0,96.252.99.186,100,546,1,2022-04-04T8:49:0,R_3PSj4aKAHjrBN2U,42.45320129,-71.14279938,anonymous,EN,6,3440505,10,26,104,7001356,Asian,,12,3,3,4,4,2,3,2,3,4,3,3,4,1,1,2,2,3,3,2,4,4,3,4,4,4,4,4,4,4,5,4,5,4,4,,,,,,4,4,4,4,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,3,3,4,2,3,2,1,2,2,2,3,1,1,1,1,3,3,2,2,,EN,,,,English teacher
4/5/2022 11:36,4/5/2022 11:45,0,96.252.99.186,100,549,1,2022-04-05T11:45:0,R_3256DhM7rYIUcbh,42.4532,-71.1428,anonymous,EN,6,3440505,8,2,107,12176,Asian,,10,3,4,5,5,3,4,5,5,,,,,,,,,,,,,,,,,,,,2,4,4,2,,,,3,3,2,3,3,5,5,4,5,3,4,4,5,4,2,3,3,1,4,5,2,3,2,3,3,3,3,4,5,4,5,3,5,2,3,3,3,3,3,3,3,3,3,2,1,2,2,1,4,1,2,1,,EN,,,,English teacher
4/4/2022 12:50,4/4/2022 12:59,0,96.252.99.186,100,550,1,2022-04-04T12:59:0,R_3mdDKQl4w4fGsvc,42.45320129,-71.14279938,anonymous,EN,6,3440505,6,14,108,7002089,Asian,,9,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,1,1,1,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,4,4,3,4,1,2,3,4,1,2,2,2,2,4,2,2,2,,EN,,,Social Studies teacher,
4/5/2022 9:50,4/5/2022 10:00,0,96.252.99.186,100,551,1,2022-04-05T10:0:0,R_1gG5fiZNVIC0xiq,42.4532,-71.1428,anonymous,EN,6,3440505,3,22,108,6001843,Asian,,9,3,3,3,3,2,2,2,3,4,4,4,4,1,3,2,2,4,4,3,5,5,4,5,3,3,4,3,3,2,2,3,3,3,2,,,,,,4,5,4,4,5,3,3,2,3,1,1,,,,,,,,,,,,,,,,,,4,3,2,4,2,2,1,4,2,3,1,2,1,2,3,2,4,1,2,,EN,,Science teacher,,
