RecordedDate,ResponseId,UserLanguage,District,school,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,t-curv-q1,t-curv-q3,t-curv-q2,t-curv-q4,t-sach-q1,t-sach-q2,t-sach-q3,Q88,Duration
6/16/2021 14:25,R_24OVUQpAItTb0ST,EN,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2892
6/16/2021 14:22,R_2sXUqznHUK9tLmX,EN,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,1,5270
6/16/2021 14:18,R_1et0mK0vSV5gY82,EN,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2494
6/16/2021 14:03,R_WuI8A2gQBaCY1gd,EN,4,10,5,5,5,5,5,5,5,2,5,5,5,5,4,3,2,3,5,2,4,4,5,4,3,4,3,3,3,5,5,5,4,5,3,3,3,2,3,4,3,4,4,3,5,5,5,5,5,5,2,2,2,1,4,5,3,4,4,4,4,4,5,4,5,4,4,5,3,5,3,3,1,1565
6/16/2021 14:01,R_24cIM0QwEyQ1INB,EN,4,10,5,5,4,2,2,3,3,1,4,4,4,4,2,1,2,2,3,3,1,3,1,1,1,1,1,4,4,3,2,3,3,3,NA,NA,NA,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,3,4,2,3,2,3,3,3,NA,NA,2,2,1,1,1,2,2,2,2,3,1469
6/16/2021 13:48,R_1gA9IUl7V05G0Nd,EN,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,698
6/16/2021 13:47,R_2WuTYVqFm0HyZZD,EN,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,579
6/16/2021 13:44,R_1l5d34Vp15IGSS5,EN,4,9,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1135
6/16/2021 13:44,R_1MM9Qm5Te2OiB2O,EN,4,10,5,5,5,NA,NA,NA,1,1,5,5,5,5,1,1,1,1,2,1,2,1,1,1,1,1,1,NA,NA,NA,4,3,4,3,1,1,3,1,2,3,1,2,3,1,3,1,3,4,4,5,5,NA,NA,NA,3,2,2,2,2,2,2,NA,NA,NA,NA,1,2,1,1,1,1,2,1,435
6/16/2021 13:43,R_27UTOnNGxnNcLH1,EN,4,10,5,5,5,NA,NA,NA,NA,NA,4,4,5,5,2,4,4,5,5,2,4,4,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,371
6/16/2021 13:42,R_1pAkzdHmsdml8oD,EN,4,10,NA,NA,NA,3,3,2,2,2,5,5,5,4,2,2,2,3,4,NA,4,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,2,2,3,1,340
6/16/2021 13:40,R_2EGKOQvTfO8cehb,EN,4,9,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,4,4,3,2,2,3,4,4,3,4,3,3,4,4,4,3,4,3,3,4,3,3,4,5,5,2,3,4,3,2,3,4,4,1,1,1,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,4,4,781
6/16/2021 13:38,R_2EveVrfiVadcVtM,EN,4,9,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,4,NA,NA,NA,1,2,2,3,4,1,NA,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,4,1,2,1,NA,NA,NA,NA,3,4,4,1,4,NA,NA,NA,NA,NA,NA,3,2,2,1,821
6/16/2021 13:37,R_3PWPLy598fpFgou,EN,4,9,4,4,4,4,4,3,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,4,4,4,4,4,4,4,4,640
6/16/2021 13:32,R_bpIiCoylAd4LEFX,EN,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,486
6/16/2021 13:10,R_sCeiHJOYEbA0Tbb,EN,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,5,3,NA,2,2,NA,NA,NA,NA,5,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,4,2,NA,2,456
6/16/2021 12:46,R_29UEDa77RIfYpfr,EN,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,4,4,5,NA,NA,NA,NA,4,4,3,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,4,5,4,5,3,2,2,NA,NA,3,4,NA,NA,NA,NA,3,3,1,4,351
6/16/2021 12:18,R_2Yc6EAh4XTk59Kk,EN,6,2,5,5,5,5,4,4,4,2,4,4,4,4,5,4,5,5,5,1,5,4,3,4,3,4,2,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,5,4,4,1,427
6/16/2021 11:18,R_2V7n9I5nFflycA6,EN,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,92466
6/16/2021 10:30,R_3IQQoXuMcx23xr3,EN,4,7,5,5,5,3,3,5,4,1,4,4,4,4,2,2,3,2,4,2,3,5,5,5,5,5,4,4,3,4,3,3,4,4,3,2,3,3,4,3,4,5,4,3,3,2,2,2,3,4,4,1,1,1,3,2,1,2,3,3,3,1,4,3,5,3,4,4,4,4,3,2,1,708
6/15/2021 20:37,R_1dal0v28sCqg41X,EN,6,3,5,4,5,4,4,5,4,1,5,4,5,4,3,4,3,4,4,1,4,1,2,2,1,1,2,3,3,4,4,3,4,4,3,4,2,3,3,4,2,4,3,1,1,1,4,3,3,3,NA,2,2,1,4,4,5,5,3,3,4,2,2,4,4,4,5,4,4,4,4,NA,3,891
6/15/2021 19:00,R_yQIvVSllJHecxFv,EN,6,4,5,4,5,4,4,4,4,1,4,4,4,5,2,2,2,2,4,3,5,5,5,5,4,4,3,4,4,5,5,4,5,5,4,4,3,5,4,4,2,4,4,4,4,4,4,3,4,3,5,4,4,2,2,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,849
6/15/2021 17:27,R_3HAJBeBzb65j8ms,EN,6,2,4,4,4,4,3,5,2,3,4,4,4,3,2,4,4,3,5,2,4,1,1,1,2,3,1,3,4,4,4,4,4,4,3,2,2,3,4,4,2,5,4,2,4,4,4,3,5,3,5,5,5,2,4,3,3,4,3,4,4,2,3,4,4,4,4,4,4,4,3,3,2,753
6/15/2021 16:30,R_2Bxp8psy5sJip9t,EN,6,3,5,4,4,5,4,5,4,1,4,4,4,4,3,3,3,2,4,3,3,3,1,2,1,1,1,5,5,4,5,5,5,5,4,3,3,3,3,2,2,4,5,3,3,3,3,3,3,4,5,3,3,4,4,4,3,5,3,3,3,4,4,5,5,4,4,4,4,4,3,2,2,1096
6/15/2021 15:30,R_50cnbN4LuzsFOaB,EN,6,4,5,4,5,3,3,5,3,2,4,4,3,4,2,3,3,3,3,4,3,2,2,3,2,3,2,4,4,3,4,4,4,4,3,4,2,3,3,4,2,4,5,2,1,2,4,4,4,5,5,3,2,2,2,3,2,3,3,4,4,3,3,4,4,4,4,3,4,4,3,3,2,430
6/15/2021 15:21,R_4YLt7nniDkXtqsV,EN,6,3,5,5,5,4,4,5,3,3,4,5,5,5,2,3,2,4,4,4,5,4,4,3,3,2,2,4,5,2,5,5,5,4,3,4,2,3,3,3,1,3,4,1,3,3,5,5,5,5,5,2,2,2,4,3,2,3,4,3,5,3,4,3,5,4,4,4,3,3,3,3,2,523
6/15/2021 15:12,R_21vzCSUegTzAlr4,EN,6,3,5,5,5,5,4,5,3,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,5,5,5,5,5,4,4,4,4,3,4,4,4,5,4,4,4,5,3,3,3,4,5,3,4,3,4,4,4,4,3,4,4,2,3,3,3,4,5,4,4,4,4,3,2,623
6/15/2021 15:09,R_OlZ4FqQWprVxOy5,EN,6,3,5,5,5,4,2,4,4,2,4,3,3,4,4,4,4,4,4,3,4,3,3,4,3,3,2,4,4,4,4,4,4,4,3,3,4,3,3,4,1,4,4,2,4,3,4,3,3,5,3,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,1,748
6/15/2021 15:06,R_Yc9eh0JD1DLiKad,EN,6,2,4,4,4,4,2,5,4,2,5,5,5,5,1,3,2,3,4,4,3,3,4,5,2,3,1,5,5,4,4,4,4,4,4,4,1,2,3,3,4,4,4,1,1,3,1,1,4,2,5,4,3,2,2,3,3,3,4,3,4,3,3,3,3,5,5,3,4,3,3,3,2,626
6/15/2021 15:02,R_1FaH8k06iC8VWuI,EN,6,3,5,4,5,4,4,4,3,1,4,4,4,4,3,2,2,2,4,4,4,2,3,3,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,5,3,5,4,3,3,3,4,5,4,4,3,4,4,2,4,3,4,4,3,3,3,3,4,5,4,5,4,4,3,2,452
6/15/2021 14:24,R_25scHFlAEm7NDo2,EN,6,4,5,5,4,5,4,4,3,1,4,4,5,4,4,3,3,3,4,2,4,3,2,3,3,3,1,4,3,4,4,4,4,4,3,3,4,3,3,3,2,2,5,4,5,4,4,4,4,5,5,2,3,3,4,3,5,3,4,4,4,3,4,3,5,4,4,4,4,5,3,3,1,618
6/15/2021 14:18,R_eP3KFo3JEBZSHUR,EN,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,566
6/15/2021 13:09,R_DzXSVCHrCbBIYZH,EN,4,2,4,4,4,2,2,5,4,2,5,5,5,5,1,1,1,1,3,3,3,1,1,1,1,1,1,4,5,3,4,3,3,2,2,1,2,1,1,1,1,1,5,1,5,5,4,5,5,5,5,1,1,1,5,NA,4,3,2,2,3,2,2,2,2,4,2,2,4,3,1,1,1,1582
6/15/2021 10:52,R_cuXvSvgxuI3qntL,EN,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2816
6/14/2021 21:15,R_2tFHwlGF1wXW3W7,EN,4,6,5,5,5,4,4,4,4,2,4,4,4,4,2,4,3,3,5,3,3,4,3,4,3,4,2,5,5,4,5,4,4,4,4,4,3,3,3,3,2,4,4,2,3,3,4,3,4,4,5,3,3,3,5,4,4,4,3,3,2,4,4,4,4,3,4,2,2,4,3,3,1,521
6/14/2021 20:31,R_3q7gjRddE0PUt6p,EN,4,7,5,4,5,3,3,3,3,1,4,4,5,5,3,4,4,3,3,2,4,4,4,5,4,4,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,3,5,2,1,1,5,4,3,3,2,2,2,3,3,3,3,4,4,3,3,1,1,1,1,3609
6/14/2021 17:43,R_2DSQXVF25IjZE4U,EN,4,7,4,4,4,5,5,5,4,4,4,4,5,4,5,4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,5,3,5,5,3,4,5,4,2,4,2,2,5,5,4,4,4,4,5,4,3,5,5,3,4,4,4,4,3,3,1,1584
6/14/2021 16:46,R_1GWkkpQKQJaKuuF,EN,4,7,4,4,4,3,2,4,2,1,4,4,4,3,4,3,4,3,3,3,2,2,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,2,2,2,2,5,4,3,1,4,3,3,3,3,3,3,2,2,3,3,4,4,4,4,3,3,3,1,501
6/14/2021 14:59,R_87andx6JVFgRnO1,EN,4,7,5,4,4,4,4,5,3,2,4,5,5,4,2,4,4,4,4,3,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,4,2,3,3,3,3,5,1,2,2,4,5,3,4,2,3,4,1,4,3,4,4,4,4,4,4,3,3,2,382
6/14/2021 14:54,R_CkI7sg8x2Rbf5QJ,EN,4,7,5,5,5,4,4,5,3,2,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3,3,5,5,5,5,5,5,4,4,4,4,3,3,3,2,4,4,2,4,3,3,3,3,5,5,2,2,1,4,3,2,3,3,3,3,2,2,3,3,5,4,5,4,4,3,3,1,683
6/14/2021 12:27,R_pfOVy9dBgq1y54B,EN,4,1,5,4,5,3,3,5,3,2,5,5,5,5,2,2,1,1,2,5,2,1,1,2,2,1,1,4,5,5,3,3,3,2,3,2,2,1,1,1,1,2,5,2,5,4,4,3,4,4,5,3,2,2,5,3,4,4,2,2,2,2,3,3,3,5,3,2,3,2,1,1,1,409
6/14/2021 8:47,R_0CXlXWH1ebDg7YZ,EN,4,7,5,5,4,5,5,5,3,2,4,4,4,4,3,3,4,3,4,5,4,4,4,4,3,3,3,3,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,2,3,4,3,3,3,4,5,2,1,1,5,5,3,4,2,3,4,2,2,2,2,5,3,4,4,3,3,3,1,606
6/14/2021 8:42,R_rlHYQNYIzupmXzH,EN,4,7,5,5,5,4,4,5,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,3,3,4,4,3,3,3,4,4,4,5,3,5,5,3,3,4,4,4,2,3,3,4,3,3,3,2,2,2,2,3,3,3,4,3,4,3,4,2,2,2,1621
6/13/2021 17:41,R_21ExTxa3Fpu4h0n,EN,6,6,4,4,4,4,4,5,4,2,3,3,4,4,3,3,3,3,4,2,3,3,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,2,2,NA,NA,NA,NA,4,3,4,5,NA,NA,NA,NA,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,NA,NA,NA,3,450126
6/13/2021 16:12,R_10r9VBWQXUWlDKP,EN,6,6,2,4,5,5,3,5,5,3,4,5,5,4,2,2,2,2,5,4,5,1,1,1,1,1,1,4,4,4,5,4,4,3,2,3,3,3,4,1,1,1,4,5,5,5,5,5,5,5,2,4,4,2,3,3,2,3,3,2,2,3,3,3,3,5,3,3,3,4,2,2,2,636
6/12/2021 14:25,R_9BHnfLbC3tooObv,EN,4,10,5,5,5,4,2,5,3,1,5,5,5,5,3,3,3,2,4,3,3,4,4,4,4,4,3,3,3,3,5,5,5,4,3,1,5,1,1,2,1,2,3,1,2,2,4,4,4,4,3,3,3,3,4,4,3,3,1,4,4,4,4,3,3,4,3,4,5,3,1,2,1,105515
6/11/2021 19:28,R_12isQnwFmrzHhqT,EN,4,10,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,4,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,4,4,4,5,5,4,4,5,5,5,3,3,2,5,5,4,5,2,3,4,3,3,5,5,4,4,3,5,5,3,4,4,467
6/11/2021 11:11,R_2V1GKXxXLYcoB8s,EN,4,10,5,5,3,3,3,3,1,2,4,4,4,4,2,2,1,1,4,2,3,1,1,4,2,1,1,4,4,3,3,3,3,3,1,1,1,1,3,3,2,2,3,3,4,4,2,2,3,2,3,2,2,2,4,1,3,2,3,3,3,2,4,2,4,1,1,1,1,1,1,1,2,1668
