StartDate,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseID,Location.Latitude,DistributionChannel,UserLanguage,district,student_id,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,gender,Q90_3_TEXT,race,Q91_7_TEXT,language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher,DESE ID
3/12/19 8:47,100,753,TRUE,2019-03-12T8:59:0,R_12EEPvt2GXoA2tJ,42.4125061,anonymous,EN,Revere,39388,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,3,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,3,4,4,4,4,4,5,4,4,1,3,3,2,4,3,3,4,NA,NA,3,2,4,1,4,3,3,2,3,1,2,4,2,,4,,EN,,,,,02480003
3/12/19 8:47,100,760,TRUE,2019-03-12T8:59:0,R_Q9sGQr5dWKym7eN,42.4125061,anonymous,EN,Revere,40739,4,4,5,4,2,2,2,1,3,5,2,4,3,2,4,3,3,1,2,2,2,1,2,2,2,4,2,2,4,2,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,3,3,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,4,,EN,,,,,02480003
3/12/19 8:47,100,819,TRUE,2019-03-12T9:0:0,R_bQpGiy25Ml7enSh,42.4125061,anonymous,EN,Revere,37792,4,3,4,4,3,1,4,3,3,5,2,2,3,1,3,3,1,3,3,2,3,2,2,3,2,3,3,2,4,4,5,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,4,3,4,2,5,NA,2,3,4,3,2,,6,,EN,,,,,02480003
3/12/19 8:47,100,826,TRUE,2019-03-12T9:0:0,R_ZIXUFKIQ2QNN5UR,42.4125061,anonymous,EN,Revere,37800,4,3,3,5,3,2,5,5,3,5,5,5,5,3,3,3,3,3,5,2,3,3,3,3,3,3,3,4,3,5,3,3,5,1,3,5,5,5,5,5,5,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,02480003
3/12/19 8:47,100,919,TRUE,2019-03-12T9:2:0,R_2eOrrtq2YfVYNq4,42.4125061,anonymous,EN,Revere,43991,4,3,2,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,5,5,5,4,NA,5,3,5,5,5,4,NA,2,5,5,3,1,3,3,NA,NA,2,2,5,5,3,4,3,3,1,1,2,4,2,,7,Muslim.,EN,,,,,02480003
3/12/19 8:47,100,932,TRUE,2019-03-12T9:2:0,R_2dTpSb9v28z9yuw,42.4125061,anonymous,EN,Revere,37795,4,3,3,2,4,1,3,4,5,4,4,4,4,NA,3,4,4,3,3,3,3,3,3,4,2,2,2,2,4,5,5,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,4,4,4,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,02480003
3/12/19 8:47,100,984,TRUE,2019-03-12T9:3:0,R_3fQdIJNdtY0waMC,42.4125061,anonymous,EN,Revere,37987,4,1,1,3,3,3,5,3,2,3,3,2,3,3,2,5,1,1,1,3,2,2,2,3,3,1,3,1,1,4,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,5,2,2,1,1,4,1,1,1,1,2,,"6,7",Peruvian and Japanese and Puerto Rican ,EN,,,,,02480003
3/12/19 8:47,100,1016,TRUE,2019-03-12T9:4:0,R_1eOTaZuI597fEsq,42.4125061,anonymous,ES,Revere,43085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,5,1,1,1,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,5,1,1,5,1,4,1,2,5,5,2,3,3,2,NA,NA,4,2,5,2,1,2,5,2,NA,3,4,1,2,,1,,ES,,,,,02480003
3/12/19 8:47,100,1302,TRUE,2019-03-12T9:8:0,R_1rN4zQhSmcR5D7b,42.4125061,anonymous,EN,Revere,36742,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,5,4,3,2,4,5,5,5,4,1,4,4,3,2,5,1,1,3,4,4,1,2,3,5,4,5,5,5,1,1,1,4,2,,7, brazilian,EN,,,,,02480003
3/12/19 8:47,100,1332,TRUE,2019-03-12T9:9:0,R_1EiApq46oPJjMoO,42.4125061,anonymous,EN,Revere,36706,4,2,4,5,3,1,2,2,2,5,5,5,5,2,4,3,3,4,2,4,1,4,2,4,2,1,1,5,3,3,3,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,4,5,4,4,3,1,5,3,2,2,2,,"3,4",,EN,,,,,02480003
3/12/19 8:47,100,1454,TRUE,2019-03-12T9:11:0,R_1Gwglxpqptu4P5f,42.4125061,anonymous,EN,Revere,37790,4,NA,5,NA,5,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,5,4,4,3,4,5,4,4,3,3,1,5,5,5,5,5,4,2,5,NA,NA,1,1,1,5,5,4,5,2,3,4,3,4,1,,4,,EN,,,,,02480003
3/12/19 14:07,100,361,TRUE,2019-03-12T14:13:0,R_yrbcNznLZ5wnHSV,42.4125061,anonymous,EN,Revere,43729,5,2,3,5,1,5,1,2,2,3,2,5,2,2,3,5,1,1,1,1,1,1,3,1,2,2,1,4,3,3,1,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,1,2,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,03440005
3/12/19 14:07,100,361,TRUE,2019-03-12T14:13:0,R_yrbcNznLZ5wnHSV,42.4125061,anonymous,EN,Revere,43729,5,2,3,5,1,5,1,2,2,3,2,5,2,2,3,5,1,1,1,1,1,1,3,1,2,2,1,4,3,3,1,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,1,2,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,,,,,02480025
3/12/19 14:08,100,414,TRUE,2019-03-12T14:15:0,R_2dHmFffWQ0kZJgh,42.4125061,anonymous,EN,Revere,36551,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,2,4,3,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,3,4,4,3,4,2,3,3,4,3,5,3,3,4,NA,NA,1,2,4,2,4,3,4,3,2,4,4,4,2,,4,,EN,,,,,02480003
3/12/19 14:07,100,493,TRUE,2019-03-12T14:15:0,R_11XZTlVVDJgZsVE,42.4125061,anonymous,EN,Revere,35834,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,3,4,4,5,5,3,5,4,3,5,4,4,5,4,3,4,2,2,2,5,5,3,3,3,5,3,2,4,3,3,2,,5,,EN,,,,,03440005
3/12/19 14:07,100,493,TRUE,2019-03-12T14:15:0,R_11XZTlVVDJgZsVE,42.4125061,anonymous,EN,Revere,35834,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,3,4,4,5,5,3,5,4,3,5,4,4,5,4,3,4,2,2,2,5,5,3,3,3,5,3,2,4,3,3,2,,5,,EN,,,,,02480025
3/12/19 14:07,100,575,TRUE,2019-03-12T14:17:0,R_1o5BhutcMaifd91,42.4125061,anonymous,EN,Revere,36303,5,3,4,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,NA,NA,NA,5,5,5,4,4,5,5,4,4,5,4,4,4,4,4,5,4,5,5,NA,NA,1,5,3,4,5,4,5,2,4,4,4,4,1,,2,,EN,,,,,03440005
3/12/19 14:07,100,575,TRUE,2019-03-12T14:17:0,R_1o5BhutcMaifd91,42.4125061,anonymous,EN,Revere,36303,5,3,4,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,NA,NA,NA,5,5,5,4,4,5,5,4,4,5,4,4,4,4,4,5,4,5,5,NA,NA,1,5,3,4,5,4,5,2,4,4,4,4,1,,2,,EN,,,,,02480025
3/12/19 14:08,100,513,TRUE,2019-03-12T14:17:0,R_24xbgM8WuLgf4Vw,42.4125061,anonymous,EN,Revere,36470,5,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,3,2,3,4,4,3,3,2,3,3,2,5,3,4,4,2,2,2,1,3,3,3,2,4,4,2,2,5,1,2,2,3,1,,6,,EN,,,,,02480003
3/12/19 14:07,100,610,TRUE,2019-03-12T14:17:0,R_bknix0zKHpjeNKp,42.4125061,anonymous,EN,Revere,42373,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,3,3,3,3,4,3,4,4,4,2,5,4,4,4,4,4,5,2,2,1,3,4,4,4,2,5,3,4,5,5,3,2,,7,Bosnian,EN,,,,,03440005
3/12/19 14:07,100,610,TRUE,2019-03-12T14:17:0,R_bknix0zKHpjeNKp,42.4125061,anonymous,EN,Revere,42373,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,3,3,3,3,4,3,4,4,4,2,5,4,4,4,4,4,5,2,2,1,3,4,4,4,2,5,3,4,5,5,3,2,,7,Bosnian,EN,,,,,02480025
3/12/19 14:08,100,580,TRUE,2019-03-12T14:18:0,R_1LHibxMyrOsA1o9,42.4125061,anonymous,EN,Revere,41220,5,1,2,1,1,1,1,1,1,5,3,4,2,3,4,1,5,1,1,1,1,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,1,3,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,i am a kid,"5,7",i am white boiiiiiiiii,EN,,,,,02480003
3/12/19 14:07,100,663,TRUE,2019-03-12T14:18:0,R_2pLy723TS0FFWEl,42.4125061,anonymous,EN,Revere,33500,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,5,4,2,3,5,1,1,2,5,5,5,3,4,5,4,4,4,5,4,1,,,,EN,,,,,03440005
3/12/19 14:07,100,663,TRUE,2019-03-12T14:18:0,R_2pLy723TS0FFWEl,42.4125061,anonymous,EN,Revere,33500,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,5,4,2,3,5,1,1,2,5,5,5,3,4,5,4,4,4,5,4,1,,,,EN,,,,,02480025
3/12/19 14:07,100,679,TRUE,2019-03-12T14:19:0,R_1CITeTpkHxoXCbF,42.4125061,anonymous,EN,Revere,36844,5,4,3,4,4,1,4,3,4,5,3,4,4,4,3,3,4,3,3,2,5,3,3,4,4,5,5,5,4,4,3,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,5,4,4,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,03440005
3/12/19 14:07,100,679,TRUE,2019-03-12T14:19:0,R_1CITeTpkHxoXCbF,42.4125061,anonymous,EN,Revere,36844,5,4,3,4,4,1,4,3,4,5,3,4,4,4,3,3,4,3,3,2,5,3,3,4,4,5,5,5,4,4,3,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,5,4,4,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,02480025
3/12/19 14:07,100,707,TRUE,2019-03-12T14:19:0,R_RaDT37Vo0PfGZtD,42.4125061,anonymous,EN,Revere,36735,5,3,2,2,3,3,1,2,3,2,3,2,2,3,4,2,2,2,1,1,3,4,2,4,4,2,4,3,5,4,4,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,1,1,3,5,1,5,2,2,1,1,2,1,,7,Mixed,EN,,,,,03440005
3/12/19 14:07,100,707,TRUE,2019-03-12T14:19:0,R_RaDT37Vo0PfGZtD,42.4125061,anonymous,EN,Revere,36735,5,3,2,2,3,3,1,2,3,2,3,2,2,3,4,2,2,2,1,1,3,4,2,4,4,2,4,3,5,4,4,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,1,1,3,5,1,5,2,2,1,1,2,1,,7,Mixed,EN,,,,,02480025
3/12/19 14:07,100,742,TRUE,2019-03-12T14:20:0,R_2CVdG8GYj3yblBf,42.4125061,anonymous,EN,Revere,37247,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,3,4,2,4,4,5,4,3,2,4,2,4,4,4,4,4,4,3,2,2,3,4,3,4,5,5,4,4,5,5,4,2,,5,,EN,,,,,03440005
3/12/19 14:07,100,742,TRUE,2019-03-12T14:20:0,R_2CVdG8GYj3yblBf,42.4125061,anonymous,EN,Revere,37247,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,3,4,2,4,4,5,4,3,2,4,2,4,4,4,4,4,4,3,2,2,3,4,3,4,5,5,4,4,5,5,4,2,,5,,EN,,,,,02480025
3/12/19 14:07,100,753,TRUE,2019-03-12T14:20:0,R_3qVypGFxUkXzE7b,42.4125061,anonymous,EN,Revere,34316,5,3,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,3,4,3,4,4,3,4,2,3,4,3,5,5,5,2,4,5,4,5,3,5,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,"5,7",american,EN,,,,,03440005
3/12/19 14:07,100,753,TRUE,2019-03-12T14:20:0,R_3qVypGFxUkXzE7b,42.4125061,anonymous,EN,Revere,34316,5,3,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,3,4,3,4,4,3,4,2,3,4,3,5,5,5,2,4,5,4,5,3,5,4,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,"5,7",american,EN,,,,,02480025
3/12/19 14:07,100,790,TRUE,2019-03-12T14:20:0,R_xzk4tLbn99CWdRD,42.4125061,anonymous,EN,Revere,36358,5,4,4,5,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,NA,NA,NA,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,3,3,5,NA,NA,1,3,5,5,3,4,5,2,4,4,4,4,2,,"2,7",American and Persian,EN,,,,,03440005
3/12/19 14:07,100,790,TRUE,2019-03-12T14:20:0,R_xzk4tLbn99CWdRD,42.4125061,anonymous,EN,Revere,36358,5,4,4,5,2,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,NA,NA,NA,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,3,3,5,NA,NA,1,3,5,5,3,4,5,2,4,4,4,4,2,,"2,7",American and Persian,EN,,,,,02480025
3/12/19 14:07,100,792,TRUE,2019-03-12T14:20:0,R_3hEeJcrQ8plcxCa,42.4125061,anonymous,EN,Revere,36353,5,3,5,5,4,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,NA,NA,NA,4,5,4,5,3,5,4,5,3,4,2,5,5,5,5,5,1,1,1,NA,NA,1,5,3,4,4,4,4,3,3,3,4,3,2,,4,,EN,,,,,03440005
3/12/19 14:07,100,792,TRUE,2019-03-12T14:20:0,R_3hEeJcrQ8plcxCa,42.4125061,anonymous,EN,Revere,36353,5,3,5,5,4,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,NA,NA,NA,4,5,4,5,3,5,4,5,3,4,2,5,5,5,5,5,1,1,1,NA,NA,1,5,3,4,4,4,4,3,3,3,4,3,2,,4,,EN,,,,,02480025
3/12/19 14:08,100,728,TRUE,2019-03-12T14:21:0,R_bf5Zxvpmfv6Uoal,42.4125061,anonymous,EN,Revere,35649,5,4,5,3,3,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,5,5,4,2,4,4,2,4,4,5,4,4,3,4,3,5,4,4,5,NA,NA,1,5,2,4,5,4,5,2,2,2,3,4,1,,4,,EN,,,,,02480003
3/12/19 14:07,100,831,TRUE,2019-03-12T14:21:0,R_3lADFeCtneuYUye,42.4125061,anonymous,EN,Revere,37047,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,5,5,4,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,5,4,4,4,5,5,1,4,5,1,5,4,5,5,NA,NA,2,5,5,5,5,3,5,5,5,4,3,4,1,,5,,EN,,,,,03440005
3/12/19 14:07,100,831,TRUE,2019-03-12T14:21:0,R_3lADFeCtneuYUye,42.4125061,anonymous,EN,Revere,37047,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,5,5,4,NA,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,5,4,4,4,5,5,1,4,5,1,5,4,5,5,NA,NA,2,5,5,5,5,3,5,5,5,4,3,4,1,,5,,EN,,,,,02480025
3/12/19 14:08,100,760,TRUE,2019-03-12T14:21:0,R_3nqkMQMe0bOMtWs,42.4125061,anonymous,EN,Revere,33566,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,2,2,2,3,2,3,1,2,3,5,4,3,3,4,3,2,3,2,3,3,2,3,4,4,3,4,2,2,2,3,3,2,,3,,EN,,,,,02480003
