StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,
4/13/2022 14:00:00,4/14/2022 8:00:00,0,100,64796,1,2022-04-14T8:0:0,R_3MLhumNwPXtTgIl,41.9739,-71.3284,anonymous,EN,1,160315,5,5,5,2,2,2,2,2,5,4,5,5,3,4,2,1,2,3,4,2,1,,4,4,2,5,5,3,3,2,2,2,3,3,3,3,3,3,3,2,5,3,5,5,3,,4,,3,4,4,4,1,2,2,2,5,3,2,3,,,,3,3,2,3,3,1,1,
4/27/2022 9:10:00,4/27/2022 9:28:00,0,82,1063,0,2022-05-04T9:43:0,R_2CBaJq0tW96mwyx,,,anonymous,EN,1,160050,,,,,,1,,1,4,4,5,,3,2,2,1,,,,1,1,1,1,,1,,,3,3,3,3,2,3,,2,,,,,,5,1,3,3,,,,,,,,,1,3,,,4,4,,,,,,3,3,3,3,3,4,4,
4/6/2022 7:33:00,4/6/2022 7:38:00,0,100,323,1,2022-04-06T7:38:0,R_23aAKwMyJaHAtPj,41.9261,-71.3011,anonymous,EN,1,160505,3,4,4,2,2,,1,1,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,4,5,4,5,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,5,1,5,
4/6/2022 14:25:00,4/6/2022 14:50:00,0,100,1498,1,2022-04-06T14:50:0,R_AhzYs1EKSl6uXdv,41.9261,-71.3011,anonymous,EN,1,160505,5,5,5,4,4,4,3,2,5,5,4,4,1,2,1,2,4,4,4,1,1,1,3,3,1,2,2,1,2,2,3,2,3,3,3,3,3,4,4,1,2,2,2,3,3,,2,,3,3,3,4,5,1,1,1,2,3,3,3,,,,1,2,2,3,4,3,3,
4/14/2022 13:59:00,4/14/2022 14:19:00,0,100,1202,1,2022-04-14T14:19:0,R_RQCX2BaIPQfWAY9,41.9261,-71.3011,anonymous,EN,1,160035,4,5,5,4,3,3,4,1,4,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,2,2,4,1,1,2,3,2,1,3,1,3,2,1,3,3,5,1,3,3,,,,,4,2,2,4,1,2,2,1,3,2,1,2,,,,2,2,1,3,3,3,3,
4/6/2022 14:42:00,4/6/2022 15:04:00,0,100,1323,1,2022-04-06T15:4:0,R_1oAyoSEhlKmlaHi,41.9261,-71.3011,anonymous,EN,1,160505,4,,5,5,4,3,4,4,4,4,5,3,4,3,,4,3,3,3,2,2,3,1,1,2,1,1,4,3,3,3,1,3,3,2,4,4,4,3,4,4,1,4,5,,,,,5,5,5,5,5,2,3,2,4,4,2,1,,,,2,3,3,4,4,4,3,
4/6/2022 11:11:00,4/6/2022 11:54:00,0,100,2546,1,2022-04-06T11:54:0,R_1SRLaem7tTriOYx,41.9261,-71.3011,anonymous,EN,1,160505,5,5,2,2,4,4,2,2,5,4,5,2,1,2,1,1,2,1,2,2,2,1,1,1,2,3,3,1,2,2,2,1,1,1,1,1,1,1,3,4,1,2,3,1,1,1,1,1,2,2,2,3,4,2,2,,4,3,,4,2,1,2,2,2,1,,,,,
4/1/2022 7:18:00,4/1/2022 7:38:00,0,100,1170,1,2022-04-01T7:38:0,R_9v2uxTVtW0R4iJj,41.92610168,-71.30110168,anonymous,EN,1,160315,5,4,5,3,3,5,4,4,5,4,4,4,1,1,1,1,5,3,3,5,5,4,4,4,4,3,3,2,2,3,2,1,2,1,3,2,2,1,4,4,4,1,3,2,3,3,3,3,4,3,3,4,4,2,2,2,3,3,3,4,1,2,2,4,4,4,3,3,1,3,
4/7/2022 4:40:00,4/7/2022 4:52:00,0,100,694,1,2022-04-07T4:52:0,R_9TPBWxdo4HfFoZj,42.0648,-71.2504,anonymous,EN,1,160505,5,5,5,3,3,5,4,3,5,4,5,4,5,3,5,4,5,2,4,4,5,3,2,2,1,3,3,2,2,2,2,1,3,3,3,4,2,2,3,2,5,1,4,3,4,4,4,4,2,3,3,4,2,2,2,1,1,3,1,3,3,3,3,2,3,3,2,2,2,2,
4/24/2022 16:44:00,4/24/2022 16:59:00,0,100,919,1,2022-04-24T16:59:0,R_yWpVMqg2mzsuoSt,41.8515,-71.2545,anonymous,EN,1,160040,3,1,2,4,2,4,3,1,3,2,1,3,3,3,2,1,5,2,4,4,4,4,4,4,4,5,5,4,4,4,5,4,1,3,1,3,3,2,3,4,4,2,2,2,,,,,3,3,3,3,1,2,2,1,3,2,1,2,,,,1,1,1,3,3,2,3,Many questions are not appropriate for me to answer. There should be a choice for 'not applicable'.  Having to choose an answer affects the value of your survey results.
4/26/2022 8:29:00,4/26/2022 10:55:00,0,100,8771,1,2022-04-26T10:55:0,R_12bUPEXgt890wsj,41.9261,-71.3011,anonymous,EN,1,160040,5,4,4,5,5,4,4,1,4,3,4,4,1,1,3,2,5,4,5,1,4,1,1,1,1,5,5,4,3,4,3,3,4,4,3,3,4,4,3,3,4,2,4,4,3,4,4,4,4,4,4,3,5,4,3,2,4,3,1,2,1,3,3,4,3,3,3,4,4,4,
